代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399258,绿色低碳,4426.506,23.704,0.538,4402.802,4357.873,4469.958,4341.213,2964386118,98591702591
sz399259,创业低碳,4946.734,38.856,0.792,4907.878,4845.316,5014.788,4820.402,1546805089,61046365753
sz399260,先进制造,3699.487,-25.143,-0.675,3724.63,3683.766,3747.455,3657.795,2800998193,154963719324
sz399261,创业制造,6286.859,-42.869,-0.677,6329.728,6256.318,6392.292,6192.502,1291657917,142051337659
sz399262,数字经济,2849.914,-40.857,-1.413,2890.771,2855.09,2902.67,2824.161,2163915658,136902724914
sz399263,创业数字,3497.978,-71.498,-2.003,3569.476,3527.299,3574.378,3482.407,2976715407,142628449915
sz399264,创业软件,1550.866,-22.453,-1.427,1573.319,1558.443,1581.14,1534.653,1955653555,47147300245
sz399265,创新药械,1051.64,-0.346,-0.033,1051.986,1049.65,1064.786,1046.913,638990936,18084184706
sz399266,创新能源,3664.515,47.147,1.303,3617.368,3576.093,3710.981,3561.461,1379866435,74702138682
sz399267,专精特新,2491.542,-12.553,-0.501,2504.095,2483.926,2537.446,2460.542,1611669798,73469974933
sz399268,深小巨人,2305.481,-9.082,-0.392,2314.563,2296.291,2345.986,2276.198,1618989216,76312454494
sz399269,创质量,8178.999,-80.326,-0.973,8259.325,8163.479,8331.842,8075.505,1945008867,144965895766
sz399274,深新基建,6087.063,-78.217,-1.269,6165.28,6102.952,6192.777,6039.043,2300000808,130804083149
sz399275,创医药,2699.894,-13.366,-0.493,2713.26,2696.475,2733.27,2689.925,1092817135,23194175271
sz399276,创科技,8296.357,-68.389,-0.818,8364.746,8268.229,8426.941,8196.26,1341969119,106196928003
sz399277,公共健康,2784.351,-1.371,-0.049,2785.722,2778.947,2811.15,2768.205,1149647734,20967756799
sz399278,长江100,2191.988,-13.305,-0.603,2205.293,2180.379,2219.175,2164.516,5031168132,169168693273
sz399279,云科技50,5065.749,-66.901,-1.303,5132.65,5078.555,5150.313,5024.236,2731735278,122570168867
sz399280,生物50,2069.017,-2.432,-0.117,2071.449,2068.061,2094.203,2063.976,1001285228,19257724183
sz399281,电子50,4575.688,-17.028,-0.371,4592.716,4541.576,4652.274,4501.852,2319929783,69179397319
sz399282,大数据50,5408.78,-54.063,-0.99,5462.843,5412.544,5497.198,5354.615,2559001209,53824814476
sz399283,机器人50,4443.098,-12.804,-0.287,4455.902,4421.148,4497.972,4384.788,981658659,30614361715
sz399284,AI 50,3952.299,-46.558,-1.164,3998.857,3961.0,4005.341,3921.279,2065264427,54890172814
sz399285,物联网50,6427.938,-88.863,-1.364,6516.801,6455.337,6533.362,6389.888,2339007231,108553196915
sz399286,区块链50,4182.287,-44.754,-1.059,4227.041,4190.749,4236.453,4149.037,3741907267,57659522566
sz399290,深转交债,201.485,1.773,0.888,199.712,199.299,202.142,198.54,57530976,10036403862
sz399291,创精选88,4750.703,-22.49,-0.471,4773.193,4725.039,4818.873,4696.612,2040719564,52181790121
sz399292,民企发展,1563.505,10.777,0.694,1552.728,1530.91,1581.081,1525.182,9523155058,133307681275
sz399293,创业大盘,6317.766,-77.166,-1.207,6394.932,6313.978,6422.81,6248.991,1677350546,138971190486
sz399294,中小创Q,3726.379,18.984,0.512,3707.395,3672.08,3758.419,3665.67,2181559649,73590278443
sz399295,创价值,5577.295,-25.382,-0.453,5602.677,5549.324,5636.458,5521.173,1407407259,91040144181
sz399296,创成长,5890.625,-73.362,-1.23,5963.987,5879.796,6015.061,5793.537,1212345494,132683356278
sz399297,新浪100,6457.351,10.494,0.163,6446.857,6417.667,6516.236,6394.176,2172264713,17996258502
sz399298,深信中高,214.703,0.016,0.007,214.687,214.704,214.705,214.703,12545000,1266294691
sz399299,深信中低,247.289,0.007,0.003,247.282,247.299,247.299,247.289,400000,39947620
sz399300,沪深300,4643.596,-26.823,-0.574,4670.419,4622.975,4678.262,4606.638,20271647700,505759806238
sz399301,深信用债,218.577,0.016,0.007,218.561,218.579,218.579,218.577,12545000,1266294691
sz399302,深公司债,221.255,0.014,0.006,221.241,221.257,221.258,221.255,12145000,1225475611
sz399303,国证2000,10676.481,5.733,0.054,10670.748,10567.112,10799.943,10534.27,42444889594,689299060841
sz399306,深证ETF,1852.936,-8.841,-0.475,1861.777,1840.672,1867.326,1833.552,67807136992,154348894977
sz399307,深证转债,381.91,3.872,1.024,378.038,377.117,383.394,375.827,217312267,37888492398
sz399310,国证A50,7947.072,-56.405,-0.705,8003.477,7916.33,8008.68,7890.282,4358899290,169018188118
sz399311,国证1000,5094.81,-19.691,-0.385,5114.501,5060.839,5139.26,5041.825,51102917450,1053502336375
sz399312,国证300,5520.08,-31.063,-0.56,5551.143,5490.728,5566.311,5468.997,18191866602,531653598423
sz399313,巨潮100,5318.26,-39.268,-0.733,5357.528,5308.79,5354.826,5281.894,8621423378,251564166408
sz399314,巨潮大盘,5093.349,-32.929,-0.642,5126.278,5077.155,5128.599,5058.372,15387492676,385516267561
sz399315,巨潮中盘,5061.602,-0.203,-0.004,5061.805,4995.362,5117.463,4975.471,13692471949,314664751345
sz399316,巨潮小盘,6515.791,-6.988,-0.107,6522.779,6457.607,6595.577,6423.778,22022952825,353321317469
sz399317,国证Ａ指,7139.997,-13.893,-0.194,7153.89,7084.35,7205.18,7059.024,127066672837,2141110392109
sz399318,国证Ｂ指,5212.815,-8.801,-0.169,5221.616,5215.525,5227.633,5191.208,52229653,153147909
sz399319,资源优势,3665.374,9.694,0.265,3655.68,3534.232,3705.769,3534.03,9604919551,145688556377
sz399320,国证服务,2150.106,-10.935,-0.506,2161.041,2152.408,2159.164,2141.948,4831227672,36857223359
sz399321,国证红利,7729.093,-66.715,-0.856,7795.808,7734.13,7778.964,7682.42,5861073755,88358113390
sz399322,国证治理,10475.335,-40.193,-0.382,10515.528,10419.765,10542.002,10379.315,3486418778,144017491543
sz399324,深证红利,9550.927,-65.741,-0.684,9616.668,9539.76,9613.625,9505.158,1823250835,38937211569
sz399326,成长40,6333.51,-8.869,-0.14,6342.379,6251.593,6432.564,6214.513,941354106,79096076623
sz399328,深证治理,10921.602,-4.865,-0.045,10926.467,10837.614,11004.646,10804.05,1452877650,75363268929
sz399330,深证100,5766.646,-37.087,-0.639,5803.733,5745.153,5828.435,5718.726,4765353986,208715114762
sz399333,中小100R,10310.846,29.282,0.285,10281.564,10178.139,10417.54,10122.637,5172708660,137272319136
sz399335,深证央企,4522.025,-3.97,-0.088,4525.995,4484.431,4562.014,4466.922,1842749244,43469177087
sz399337,深证民营,6563.516,-32.604,-0.494,6596.12,6512.552,6649.169,6476.361,4507822791,223768710736
sz399339,深证科技,9032.678,-13.408,-0.148,9046.086,8961.612,9125.095,8918.745,4868299723,200430818954
sz399341,深证责任,1653.169,-7.844,-0.472,1661.013,1648.074,1664.542,1640.952,3065187134,91022204646
sz399344,深证300R,7667.283,-32.2,-0.418,7699.483,7614.103,7752.482,7570.916,15451794537,427984805749
sz399346,深证成长,4481.37,-16.415,-0.365,4497.785,4438.26,4535.349,4416.959,3658158480,212653277378
sz399348,深证价值,6778.259,-28.188,-0.414,6806.447,6755.512,6830.428,6722.756,5200955760,80390807971
sz399350,皖江30,3052.127,-21.971,-0.715,3074.098,3037.427,3090.317,3014.806,1473902274,27170976871
sz399351,创新示范,10552.188,-12.345,-0.117,10564.533,10489.572,10636.842,10429.927,3542998628,108762546487
sz399352,深企综指,10917.545,-13.386,-0.122,10930.931,10848.899,11008.554,10798.752,8179257296,193925266785
sz399353,国证物流,2183.078,-14.809,-0.674,2197.887,2188.362,2194.321,2173.26,2384247387,16442533249
sz399354,分析师指数,8416.519,-56.335,-0.665,8472.854,8399.748,8467.768,8362.563,7446001521,238358100738
sz399355,长三角,3754.941,-18.143,-0.481,3773.084,3752.586,3781.864,3736.746,2315383126,61452349779
sz399356,珠三角,10023.097,-33.703,-0.335,10056.8,9995.948,10084.758,9939.198,2291134678,74792394576
sz399357,环渤海,3529.011,-21.36,-0.602,3550.371,3521.14,3555.689,3494.353,4903142360,80752196729
sz399358,国证环保,5462.642,34.95,0.644,5427.692,5368.96,5513.792,5355.129,3584156446,85391757307
sz399359,国证基建,2570.501,-13.295,-0.515,2583.796,2573.151,2581.093,2563.36,3602582854,23603328571
sz399360,新硬件,8019.149,-39.634,-0.492,8058.783,7993.772,8124.267,7929.226,3196127425,93419569752
sz399361,在线消费,4210.349,-43.986,-1.034,4254.335,4211.067,4281.562,4142.53,3633800055,60992793681
sz399362,民企100,8499.027,-59.821,-0.699,8558.848,8472.153,8603.43,8421.055,3568224974,185694168556
sz399363,国证算力,9306.055,-86.313,-0.919,9392.368,9262.766,9473.434,9146.955,2655087024,169684074371
sz399364,消费100,10628.474,-104.229,-0.971,10732.703,10627.197,10753.478,10555.937,4380029301,225726505771
sz399365,国证粮食,14119.214,71.257,0.507,14047.957,13908.713,14276.865,13891.749,1692322940,22267223293
sz399366,能源金属,2892.529,35.429,1.24,2857.1,2779.287,2921.651,2776.963,2467622849,55192327808
sz399367,1000地产,2662.279,-49.003,-1.807,2711.282,2690.085,2696.602,2660.039,1044201047,7182629038
sz399368,国证军工,8894.947,-147.488,-1.631,9042.435,8964.078,9027.233,8856.724,1581286475,50024200162
sz399369,国证责任,1553.854,-14.806,-0.944,1568.66,1556.417,1562.211,1546.834,3703143438,87421487479
sz399370,国证成长,5244.993,-21.172,-0.402,5266.165,5194.872,5298.413,5176.795,13691832498,433032896801
sz399371,国证价值,7335.447,-16.12,-0.219,7351.567,7295.75,7380.367,7277.149,17540117673,210251111260
sz399372,大盘成长,5278.952,-36.994,-0.696,5315.946,5243.646,5327.182,5228.234,3940513672,196567010777
sz399373,大盘价值,8421.077,-48.71,-0.575,8469.787,8423.543,8465.787,8369.927,5719278039,71571274741
sz399374,中盘成长,4983.433,2.141,0.043,4981.292,4900.665,5043.619,4887.188,3294333867,110036325728
sz399375,中盘价值,6426.259,22.146,0.346,6404.113,6324.558,6489.554,6311.397,5509174172,75920150602
sz399376,小盘成长,6925.914,1.787,0.026,6924.127,6853.429,7007.859,6805.813,6456984959,126429560296
sz399377,小盘价值,8168.374,15.717,0.193,8152.657,8085.736,8241.957,8049.89,6311665462,62759685917
sz399378,ESG 300,2962.277,-10.13,-0.341,2972.407,2940.532,2985.938,2931.702,18034531608,436501930035
sz399379,国证基金,9402.888,-47.45,-0.502,9450.338,9352.189,9472.188,9320.097,196503976797,576960893093
sz399380,国证ETF,1862.665,-9.261,-0.495,1871.926,1851.763,1876.962,1845.259,192963954528,571452668544
sz399381,1000能源,3323.655,20.466,0.62,3303.189,3244.922,3340.499,3241.3,2275749163,19774229605
sz399382,1000材料,4220.769,32.529,0.777,4188.24,4070.269,4269.926,4059.745,9170399437,175301963300
sz399383,1000工业,3129.239,-1.241,-0.04,3130.48,3099.801,3160.643,3083.073,12810774077,219977329708
sz399384,1000可选,4221.125,-25.034,-0.59,4246.159,4223.085,4257.224,4189.377,4786362803,89653137159
sz399385,1000消费,9423.164,-132.666,-1.388,9555.83,9519.919,9576.182,9411.427,1302606737,41200908968
sz399386,1000医药,5753.899,-24.284,-0.42,5778.183,5766.522,5796.985,5731.778,1370943780,37251336287
sz399387,1000金融,5469.793,-33.32,-0.605,5503.113,5479.967,5502.134,5445.7,6707662331,68471336347
sz399388,1000信息,6624.579,-38.429,-0.577,6663.008,6586.3,6711.825,6537.471,7596768573,270859916470
sz399389,国证通信,8499.535,-44.229,-0.518,8543.764,8453.955,8662.697,8439.836,2932891228,139399241494
sz399390,1000公用,2632.457,3.262,0.124,2629.195,2618.982,2642.386,2612.614,2368326951,14760314793
sz399391,投资时钟,3455.979,-34.288,-0.982,3490.267,3450.2,3475.323,3430.518,6305235976,120797961565
sz399392,国证新兴,3038.851,-17.754,-0.581,3056.605,3026.281,3063.367,3011.161,6779062037,258961646925
sz399393,国证地产,3292.67,-52.539,-1.571,3345.209,3322.54,3329.552,3289.634,2248516446,13522456207
sz399394,国证医药,8557.559,-35.943,-0.418,8593.502,8574.262,8625.185,8520.37,1291608771,37286737108
sz399395,国证有色,10906.208,33.981,0.313,10872.227,10435.483,11046.263,10419.482,5223521307,116683667586
sz399396,国证食品,17839.895,-284.72,-1.571,18124.615,18075.742,18186.494,17836.889,727367301,35663979826
sz399397,国证文化,2572.798,-22.912,-0.883,2595.71,2578.004,2612.906,2536.387,5007289647,83042067949
sz399398,绩效指数,11188.79,-63.346,-0.563,11252.136,11186.347,11296.569,11142.642,1958060862,86663627359
sz399399,中经GDP,8372.596,-55.928,-0.664,8428.524,8344.928,8432.206,8315.286,15936581101,304054024976
sz399400,大中盘,4252.561,-19.463,-0.456,4272.024,4226.658,4287.041,4211.691,29079964625,700181018906
sz399401,中小盘,5161.952,-2.682,-0.052,5164.634,5104.366,5221.43,5081.158,35715424774,667986068814
sz399402,周期100,3861.55,4.674,0.121,3856.876,3801.751,3891.93,3793.722,8223485752,198362409766
sz399403,防御100,8759.927,-127.072,-1.43,8886.999,8827.995,8864.242,8746.356,4588391921,154502280634
sz399405,大盘高贝,3171.912,-10.848,-0.341,3182.76,3142.231,3213.91,3124.93,2978500185,192377994020
sz399406,中盘低波,14244.395,-18.462,-0.129,14262.857,14176.284,14365.075,14129.642,3466247943,44779566166
sz399407,中盘高贝,3354.613,2.205,0.066,3352.408,3311.18,3398.182,3291.044,4449317194,163414675792
sz399408,小盘低波,16171.008,-45.682,-0.282,16216.69,16126.691,16338.28,16076.378,5782639419,44556883297
sz399409,小盘高贝,7115.995,-21.241,-0.298,7137.236,7060.37,7233.717,7008.606,6642595988,176692450877
sz399410,苏州率先,3278.21,39.708,1.226,3238.502,3203.935,3334.98,3202.435,920055992,53244242083
sz399411,红利100,3583.265,-13.452,-0.374,3596.717,3575.784,3608.35,3563.409,5150696581,48373843408
sz399412,国证新能,3027.065,32.465,1.084,2994.6,2957.172,3060.158,2952.326,3664924787,108925072412
sz399413,国证转债,193.133,1.426,0.744,191.707,191.239,193.934,190.588,463749397,81980356357
sz399415,I100,7627.705,-9.187,-0.12,7636.892,7553.577,7708.859,7531.603,3005872894,110194602321
sz399416,I300,5378.957,5.808,0.108,5373.149,5329.403,5439.78,5319.591,4119896663,63767206424
sz399417,新能源车,3833.299,55.897,1.48,3777.402,3729.635,3871.644,3719.968,1983139528,86793738662
sz399418,数据要素,4338.592,-41.503,-0.948,4380.095,4344.467,4400.008,4304.119,2301075848,55240686956
sz399419,国证高铁,2208.186,-2.024,-0.092,2210.21,2191.521,2228.522,2183.802,1612916835,15877010232
sz399420,国证保证,1558.239,-10.494,-0.669,1568.733,1560.113,1570.391,1552.895,1382907511,26542808061
sz399422,中关村A,3706.244,-28.988,-0.776,3735.232,3701.779,3749.036,3677.186,10308343282,181205956400
sz399423,中关村50,3075.001,-29.686,-0.956,3104.687,3074.132,3111.539,3052.649,1925694835,51828005279
sz399428,国证定增,4663.392,39.827,0.861,4623.565,4581.238,4721.292,4561.032,3114958903,71201503003
sz399429,新丝路,1904.029,-7.116,-0.372,1911.145,1878.568,1927.907,1878.165,4361730060,76528649970
sz399431,国证银行,7566.321,-46.624,-0.612,7612.945,7592.081,7626.905,7526.042,3429683959,26528732589
sz399432,智能汽车,6687.013,61.313,0.925,6625.7,6539.694,6754.894,6507.918,1324193225,69049059699
sz399433,国证交运,1739.135,-13.6,-0.776,1752.735,1744.314,1749.384,1733.014,2844596537,17979587197
sz399434,数字传媒,2660.533,-31.838,-1.183,2692.371,2659.209,2715.08,2597.914,4911684079,73554644209
sz399435,国证农牧,3965.378,-6.559,-0.165,3971.937,3947.117,4002.563,3943.792,1366787115,12484297977
sz399436,绿色煤炭,4145.711,-15.897,-0.382,4161.608,4111.971,4178.204,4076.935,1142927650,10734460941
sz399437,证券龙头,6619.792,-50.941,-0.764,6670.733,6634.398,6673.867,6610.028,1450767075,21663619326
sz399438,绿色电力,2066.721,7.273,0.353,2059.448,2050.551,2075.499,2046.785,2157727448,16035998129
sz399439,国证油气,2169.148,24.577,1.146,2144.571,2099.911,2180.083,2098.423,3187099653,24966212290
sz399440,国证钢铁,1509.595,-1.711,-0.113,1511.306,1497.586,1528.722,1489.438,1921354163,11841533880
sz399441,生物医药,2203.394,-2.658,-0.12,2206.052,2195.844,2221.141,2183.472,349601519,12633661430
sz399481,企债指数,127.68,-0.001,-0.001,127.681,127.681,127.682,127.68,32253910,3214039230
sz399550,央视50,8336.515,-58.819,-0.701,8395.334,8352.492,8390.014,8318.513,2756393053,77220284664
sz399551,央视创新,11273.972,5.482,0.049,11268.49,11170.287,11405.287,11131.974,2528587377,89050045924
sz399552,央视成长,8438.905,-58.576,-0.689,8497.481,8467.332,8498.728,8401.603,2730856714,74395090183
sz399553,央视回报,7821.728,-9.559,-0.122,7831.287,7801.272,7874.521,7776.288,1196682326,62990995554
sz399554,央视治理,7906.701,-47.106,-0.592,7953.807,7912.27,7949.449,7869.86,2811967309,64250337850
sz399555,央视责任,5311.344,-40.156,-0.75,5351.5,5324.466,5342.413,5291.257,3742663572,54189215345
sz399556,央视生态,2852.085,7.164,0.252,2844.921,2822.338,2876.687,2811.912,2837151096,80365624495
sz399557,央视文化,2168.578,-20.197,-0.923,2188.775,2170.883,2201.476,2135.646,5007289647,83042067949
sz399602,中小成长,1313.718,6.029,0.461,1307.689,1293.872,1327.431,1287.664,4637440115,105218674141
sz399604,中小价值,2130.043,6.811,0.321,2123.232,2105.561,2149.994,2098.101,3083187565,51420585495
sz399606,创业板R,3588.268,-26.402,-0.73,3614.67,3573.211,3645.441,3546.891,3958999997,216768330708
sz399608,科技100,4266.574,0.716,0.017,4265.858,4222.942,4316.237,4206.076,4562235771,201773180468
sz399610,TMT50,9569.632,-81.81,-0.848,9651.442,9546.388,9731.759,9451.937,2760646040,141111890695
sz399611,中创100R,3226.23,-13.677,-0.422,3239.907,3202.857,3267.377,3184.241,4599968363,226975172722
sz399612,中创100,2731.526,-11.579,-0.422,2743.105,2711.737,2766.363,2695.975,4599968363,226975172722
sz399613,深证能源,3724.707,-2.449,-0.066,3727.156,3668.786,3766.711,3639.894,464555304,5153039089
sz399614,深证材料,4127.466,35.288,0.862,4092.178,3998.692,4181.747,3980.502,5784553728,113447516393
sz399615,深证工业,4380.484,13.739,0.315,4366.745,4321.558,4431.039,4297.697,7632998124,172046836561
sz399616,深证可选,6907.792,-37.411,-0.539,6945.203,6898.338,6990.607,6833.443,4782821734,79181306460
sz399617,深证消费,9079.906,-112.838,-1.227,9192.744,9147.648,9203.688,9066.335,392617394,12182762340
sz399618,深证医药,8086.437,-41.234,-0.507,8127.671,8110.672,8174.558,8075.141,1161171616,28084892974
sz399619,深证金融,7150.997,-55.058,-0.764,7206.055,7177.619,7202.163,7146.448,927557017,13147900848
sz399620,深证信息,5763.2,-28.921,-0.499,5792.121,5730.136,5846.323,5678.641,6282205767,183053481565
sz399621,深证电信,12859.85,-179.692,-1.378,13039.542,12916.249,13191.081,12771.23,678357155,78478567932
sz399622,深证公用,1822.563,16.658,0.922,1805.905,1793.272,1835.39,1790.796,754376139,5352292021
sz399623,中小基础,9349.911,27.015,0.29,9322.896,9229.603,9452.486,9177.344,16734531927,282846924985
sz399624,中创400,2758.089,0.317,0.011,2757.772,2731.49,2797.066,2710.279,16079258996,316045323711
sz399625,中创500,2498.817,-6.038,-0.241,2504.855,2478.345,2531.904,2462.246,20679227359,543020496434
sz399626,中创成长,2091.689,-4.646,-0.222,2096.335,2071.648,2119.584,2058.475,5822254579,245394514431
sz399627,中创价值,2586.962,10.279,0.399,2576.683,2553.958,2609.12,2544.063,5617764175,123875415909
sz399628,700成长,2558.991,7.925,0.311,2551.066,2525.602,2589.962,2513.111,6531358372,130293219009
sz399629,700价值,3046.614,13.306,0.439,3033.308,3011.065,3076.566,2999.92,6288052611,64607182286
sz399630,1000成长,1820.807,-4.888,-0.268,1825.695,1804.111,1842.155,1795.653,10823724961,366978991894
sz399631,1000价值,2332.207,-6.146,-0.263,2338.353,2320.589,2351.534,2309.385,11896117151,170618082412
sz399632,深100EW,5316.172,-29.576,-0.553,5345.748,5294.66,5367.984,5270.755,4765353986,208715114762
sz399633,深300EW,6587.745,-17.294,-0.262,6605.039,6537.434,6659.682,6493.957,15451794537,427984805749
sz399634,中小等权,4546.072,13.502,0.298,4532.57,4490.171,4595.741,4461.604,5172708660,137272319136
sz399635,创业板EW,2362.219,-15.153,-0.637,2377.372,2355.404,2396.186,2336.334,3958999997,216768330708
sz399636,深证装备,8171.954,-54.711,-0.665,8226.665,8123.031,8301.056,8070.062,5016302567,167544967217
sz399637,深证地产,1893.873,-28.999,-1.508,1922.872,1909.607,1917.919,1885.853,995372714,5125173302
sz399638,深证环保,7445.708,97.367,1.325,7348.341,7260.073,7527.889,7240.448,2314295198,87818147235
sz399639,深证大宗,2427.367,21.085,0.876,2406.282,2346.24,2454.928,2340.847,2629094858,56515446286
sz399640,创业基础,3035.376,-14.529,-0.476,3049.905,3018.497,3078.591,2999.594,14690754603,442071079741
sz399641,深证新兴,2875.058,-12.906,-0.447,2887.964,2858.05,2910.522,2838.742,11490694246,368348802265
sz399642,中小新兴,2411.613,4.496,0.187,2407.117,2380.875,2441.135,2364.028,7865781420,157971142456
sz399643,创业新兴,3987.401,-25.916,-0.646,4013.317,3966.269,4050.729,3938.309,4214576502,221931784914
sz399644,深证时钟,3680.78,-20.757,-0.561,3701.537,3665.009,3706.8,3651.437,5139696855,82620273709
sz399645,100低波,9687.22,-57.712,-0.592,9744.932,9695.854,9756.126,9659.156,2718970337,47238797741
sz399646,深消费50,8087.017,-76.971,-0.943,8163.988,8118.043,8160.423,8067.664,3512636829,66487446976
sz399647,深医药50,7929.378,-42.223,-0.53,7971.601,7949.127,8001.427,7907.4,906750469,19714964550
sz399648,深证GDP,12730.791,-27.857,-0.218,12758.648,12649.045,12828.06,12580.78,5470379482,132963712409
sz399649,中小红利,3411.991,21.959,0.648,3390.032,3362.526,3441.02,3350.251,1587811022,29638500754
sz399650,中小治理,2648.905,29.599,1.13,2619.306,2599.115,2676.94,2591.789,1447824185,53227781726
sz399651,中小责任,1728.672,4.243,0.246,1724.429,1712.88,1741.512,1707.311,1405571888,44130162225
sz399652,中创高新,4008.759,-46.219,-1.14,4054.978,4018.304,4073.558,3986.026,1322296242,40217865807
sz399653,深证龙头,2933.763,-22.211,-0.751,2955.974,2929.469,2962.679,2916.386,3294025495,97411845120
sz399654,深证文化,3329.208,-41.26,-1.224,3370.468,3337.338,3396.027,3275.025,5491427061,84817840848
sz399655,深证绩效,11306.395,-46.333,-0.408,11352.728,11274.17,11424.331,11228.15,1992895666,90945424250
sz399656,100绩效,6550.888,-45.127,-0.684,6596.015,6526.984,6609.025,6508.306,4765353986,208715114762
sz399657,300绩效,7607.999,-16.123,-0.211,7624.122,7548.012,7685.391,7507.332,15451794537,427984805749
sz399658,中小绩效,5084.0,24.17,0.478,5059.83,5014.536,5138.231,4986.417,5172708660,137272319136
sz399659,深成指EW,5018.733,-7.849,-0.156,5026.582,4977.393,5074.096,4948.007,24682637593,591273520203
sz399660,中创EW,2861.094,-3.968,-0.138,2865.062,2833.991,2892.993,2819.25,4599968363,226975172722
sz399661,深证低波,6197.395,-20.673,-0.332,6218.068,6183.008,6250.172,6154.491,4345868274,63238079461
sz399662,深证高贝,2559.492,-6.077,-0.237,2565.569,2535.303,2598.866,2508.759,4467282509,245995441262
sz399663,中小低波,2066.363,1.941,0.094,2064.422,2051.762,2089.371,2045.965,3318807441,43657127814
sz399664,中小高贝,1529.13,0.578,0.038,1528.552,1511.837,1551.526,1497.363,4512254423,116379137370
sz399665,中创低波,2498.675,-0.733,-0.029,2499.408,2482.542,2526.034,2472.43,8263119933,131360132300
sz399666,中创高贝,2215.85,-8.377,-0.377,2224.227,2199.979,2252.911,2179.999,8630757581,329188666842
sz399667,创业成长,5570.008,-57.399,-1.02,5627.407,5560.506,5670.311,5511.622,1915845926,152123136611
sz399668,创业板V,5206.711,20.508,0.395,5186.203,5139.532,5259.667,5120.142,3058596626,89664989595
sz399669,深证农业,8557.939,-39.269,-0.457,8597.208,8507.683,8619.068,8502.459,1158912958,26103533678
sz399670,深周期50,4267.792,16.6,0.39,4251.192,4196.671,4315.141,4181.279,4005785192,111485110711
sz399671,深防御50,9892.969,-164.905,-1.64,10057.874,9980.943,10052.423,9874.302,3339148250,104090968915
sz399672,深红利50,4325.917,-6.293,-0.145,4332.21,4309.878,4366.795,4297.499,1146990943,12181139163
sz399673,创业板50,3385.755,-27.828,-0.815,3413.583,3372.468,3443.445,3346.438,2999351321,179672404972
sz399674,深A医药,1985.356,-1.766,-0.089,1987.122,1987.833,2006.654,1981.471,4072512397,61906581186
sz399675,深互联网,3674.119,-28.51,-0.77,3702.629,3668.848,3733.383,3623.466,4542041131,90595664176
sz399676,深医药EW,4000.949,17.822,0.447,3983.127,4000.037,4047.698,3995.136,4072512397,61906581186
sz399677,深互联EW,6049.928,-21.75,-0.358,6071.678,6021.852,6134.828,5955.516,4542041131,90595664176
sz399678,深次新股,644.634,-0.155,-0.024,644.789,639.861,653.451,636.135,496543772,19385984718
sz399679,深证200R,6903.669,-1.275,-0.018,6904.944,6815.928,6988.865,6763.596,10686440551,219269690987
sz399680,深成能源,854.104,-11.732,-1.355,865.836,845.828,863.824,835.692,326004275,3288235053
sz399681,深成材料,1447.117,14.911,1.041,1432.206,1399.189,1465.64,1391.962,4225019602,85468151064
sz399682,深成工业,1987.197,11.192,0.566,1976.005,1955.115,2009.357,1946.44,5990569539,141205913959
sz399683,深成可选,1986.731,-14.478,-0.723,2001.209,1989.778,2007.462,1973.161,3498596814,58101076334
sz399684,深成消费,1775.756,-21.628,-1.203,1797.384,1788.732,1799.563,1773.342,634259435,15875957968
sz399685,深成医药,1636.682,-9.139,-0.555,1645.821,1641.272,1651.721,1632.461,904269699,19591936895
sz399686,深成金融,2151.369,-13.11,-0.606,2164.479,2154.247,2166.015,2147.533,1716307770,17515188826
sz399687,深成信息,3917.618,-20.717,-0.526,3938.335,3896.442,3973.527,3861.89,5708358634,167551986448
sz399688,深成电信,6358.445,-176.611,-2.703,6535.056,6437.895,6556.007,6289.161,642535142,75547049955
sz399689,深成公用,902.733,8.577,0.959,894.156,887.793,908.899,886.591,702808357,4803459319
sz399692,创业低波,4092.632,-18.663,-0.454,4111.295,4082.693,4136.047,4064.833,2110034913,67248672810
sz399693,安防产业,5343.858,-30.641,-0.57,5374.499,5336.896,5410.26,5306.393,1809380976,40761611937
sz399694,创业高贝,4604.92,-13.615,-0.295,4618.535,4571.417,4687.97,4539.979,3401658960,177059038879
sz399695,深证节能,3120.44,42.03,1.365,3078.41,3043.327,3158.679,3031.446,6211537923,139137774423
sz399696,深证创投,4596.179,-25.241,-0.546,4621.42,4552.649,4682.805,4515.741,6047573751,157087604148
sz399697,中关村60,4152.987,-62.0,-1.471,4214.987,4171.204,4228.51,4119.239,3043899557,63828676203
sz399698,优势成长,55935.359,-47.621,-0.085,55982.98,55602.051,56539.766,55332.281,713252314,7651629664
sz399699,金融科技,4382.485,-37.444,-0.847,4419.929,4386.051,4435.869,4357.193,2085654771,45133716275
sz399701,深证F60,8151.752,-48.831,-0.595,8200.583,8133.951,8209.582,8095.955,4210973470,76294140241
sz399702,深证F120,7843.206,-24.77,-0.315,7867.976,7791.226,7906.511,7759.577,7391823823,147678628318
sz399703,深证F200,7816.514,-16.392,-0.209,7832.906,7751.389,7884.855,7719.096,10610282998,229198914838
sz399704,深证上游,7550.174,30.135,0.401,7520.039,7281.173,7664.493,7239.157,3622438645,73570018782
sz399705,深证中游,4404.899,-14.405,-0.326,4419.304,4367.963,4468.421,4337.232,6667490451,278947851153
