index_code,stock_code,weight
930708,60,0.876
930708,600111,4.776
930708,600206,0.482
930708,600219,1.871
930708,600259,0.685
930708,600301,0.524
930708,600361,0.261
930708,600362,2.407
930708,600392,1.387
930708,600456,0.402
930708,600489,3.926
930708,600497,1.086
930708,600547,3.606
930708,600549,2.299
930708,600595,0.997
930708,600988,2.63
930708,601020,0.824
930708,601069,0.447
930708,601137,0.397
930708,601168,2.172
930708,601212,1.481
930708,601600,4.097
930708,601609,0.377
930708,601677,0.763
930708,601702,0.289
930708,601899,9.647
930708,601958,0.727
930708,603799,3.995
930708,603993,7.77
930708,629,0.651
930708,630,2.434
930708,688,0.349
930708,688122,1.41
930708,737,0.679
930708,807,2.561
930708,831,1.473
930708,878,1.315
930708,933,1.892
930708,960,1.438
930708,975,2.123
930713,000032,0.408
930713,000938,1.726
930713,000977,2.228
930713,002065,0.75
930713,002152,0.552
930713,002230,4.748
930713,002236,1.289
930713,002261,1.375
930713,002281,1.208
930713,002402,1.196
930713,002415,3.958
930713,002555,1.415
930713,002920,1.258
930713,2065,0.75
930713,2152,0.552
930713,2230,4.748
930713,2236,1.289
930713,2261,1.375
930713,2281,1.208
930713,2402,1.196
930713,2415,3.958
930713,2555,1.415
930713,2920,1.258
930713,300002,0.829
930713,300223,1.674
930713,300308,10.339
930713,300383,0.761
930713,300418,1.69
930713,300442,2.304
930713,300454,1.397
930713,300458,0.917
930713,300474,0.936
930713,300496,0.955
930713,300502,9.417
930713,300857,1.903
930713,301536,0.404
930713,32,0.408
930713,600100,0.754
930713,600536,0.871
930713,600588,1.073
930713,600699,0.942
930713,600845,0.677
930713,601360,1.464
930713,603019,4.526
930713,603160,0.776
930713,603486,0.573
930713,603501,3.536
930713,603893,1.388
930713,688008,7.177
930713,688018,0.582
930713,688099,1.017
930713,688111,2.688
930713,688169,1.019
930713,688256,8.063
930713,688322,0.661
930713,688385,1.038
930713,688475,0.166
930713,688521,2.816
930713,688568,0.984
930713,688608,0.897
930713,688615,0.673
930713,938,1.726
930713,977,2.228
930719,000710,0.768
930719,002755,1.042
930719,002821,4.466
930719,2755,1.042
930719,2821,4.466
930719,300244,2.693
930719,300347,6.128
930719,300363,1.797
930719,300463,1.324
930719,300558,2.679
930719,300642,0.544
930719,300676,3.339
930719,300685,1.544
930719,300759,4.886
930719,300760,4.537
930719,600055,1.516
930719,600196,4.68
930719,600276,4.465
930719,600645,2.177
930719,603127,3.782
930719,603259,4.987
930719,603658,1.417
930719,603882,2.003
930719,688114,3.669
930719,688176,1.147
930719,688180,4.34
930719,688192,1.778
930719,688222,1.686
930719,688235,4.757
930719,688238,0.828
930719,688266,3.681
930719,688298,0.668
930719,688302,0.821
930719,688315,0.587
930719,688321,2.06
930719,688331,4.093
930719,688336,1.675
930719,688393,0.352
930719,688428,1.295
930719,688443,0.935
930719,688578,4.854
930719,710,0.768
930721,000625,4.373
930721,000901,1.505
930721,002036,1.114
930721,002151,1.81
930721,002230,5.629
930721,002284,0.717
930721,002373,1.304
930721,002405,2.391
930721,002456,3.127
930721,002475,3.996
930721,002594,4.373
930721,002703,0.709
930721,002765,0.514
930721,002766,0.277
930721,002870,0.293
930721,002881,0.559
930721,002906,0.797
930721,002920,3.483
930721,002970,0.53
930721,2036,1.114
930721,2151,1.81
930721,2230,5.629
930721,2284,0.717
930721,2373,1.304
930721,2405,2.391
930721,2456,3.127
930721,2475,3.996
930721,2594,4.373
930721,2703,0.709
930721,2765,0.514
930721,2766,0.277
930721,2870,0.293
930721,2881,0.559
