index_code,stock_code,weight
931008,002984,0.185
931008,2085,0.333
931008,2126,0.454
931008,2265,0.109
931008,2472,0.411
931008,2594,14.286
931008,2906,0.122
931008,2920,0.532
931008,2984,0.185
931008,300100,0.18
931008,300201,1.346
931008,300432,0.254
931008,300985,0.181
931008,301039,1.092
931008,338,1.874
931008,550,0.581
931008,559,0.333
931008,572,1.224
931008,581,0.149
931008,600006,0.857
931008,600066,6.343
931008,600104,9.564
931008,600166,2.166
931008,600418,14.059
931008,600660,1.442
931008,600686,1.101
931008,600699,0.398
931008,600733,4.16
931008,600741,0.442
931008,600933,0.144
931008,601058,0.608
931008,601127,12.505
931008,601238,2.711
931008,601633,3.989
931008,601689,0.914
931008,601799,0.287
931008,601966,0.161
931008,603049,0.07
931008,603119,0.336
931008,603179,0.452
931008,603358,0.176
931008,603596,0.32
931008,603786,0.123
931008,625,8.119
931008,800,1.579
931008,868,0.423
931008,887,0.241
931008,920454,0.106
931008,920856,0.1
931008,951,1.718
931008,957,0.741
931009,000012,2.051
931009,000401,1.705
931009,000672,2.247
931009,000786,9.154
931009,000877,2.586
931009,000935,2.651
931009,002084,0.596
931009,002162,0.743
931009,002233,2.633
931009,002271,10.608
931009,002302,0.983
931009,002372,2.547
931009,002398,1.055
931009,002457,1.07
931009,002596,1.307
931009,002641,0.711
931009,002671,0.623
931009,002791,1.396
931009,002809,0.521
931009,002918,0.855
931009,003012,1.366
931009,003037,0.456
931009,12,2.051
931009,2084,0.596
931009,2162,0.743
931009,2233,2.633
931009,2271,10.608
931009,2302,0.983
931009,2372,2.547
931009,2398,1.055
931009,2457,1.07
931009,2596,1.307
931009,2641,0.711
931009,2671,0.623
931009,2791,1.396
931009,2809,0.521
931009,2918,0.855
931009,300135,0.846
931009,300715,0.871
931009,300737,1.523
931009,3012,1.366
931009,3037,0.456
931009,401,1.705
931009,600293,1.061
931009,600326,3.782
931009,600425,1.656
931009,600449,1.227
931009,600585,14.736
931009,600586,1.814
931009,600668,1.471
931009,600678,1.158
931009,600724,0.967
931009,600801,5.398
931009,600802,0.649
931009,600819,0.847
931009,601636,4.664
931009,601992,2.079
931009,603378,0.365
931009,603616,0.548
931009,603737,5.391
931009,603916,1.085
931009,672,2.247
931009,786,9.154
931009,877,2.586
931009,935,2.651
931026,0001.HK,5.458
931026,0008.HK,0.872
931026,0020.HK,2.46
931026,0136.HK,0.798
931026,0148.HK,0.677
931026,0268.HK,1.479
931026,0285.HK,0.969
931026,0303.HK,0.347
931026,0354.HK,0.443
931026,0522.HK,1.118
931026,0552.HK,0.366
931026,0696.HK,0.319
931026,0700.HK,14.994
931026,0728.HK,2.403
931026,0762.HK,1.566
931026,0763.HK,0.689
931026,0772.HK,0.588
931026,0788.HK,1.691
931026,0917.HK,0.132
931026,0941.HK,13.628
931026,0981.HK,9.999
931026,0992.HK,2.426
931026,1024.HK,6.698
931026,1060.HK,0.381
931026,1347.HK,2.943
931026,1357.HK,0.792
931026,1415.HK,0.338
931026,1478.HK,0.142
931026,1686.HK,0.153
931026,1810.HK,12.48
931026,1860.HK,0.527
931026,1883.HK,0.153
931026,1888.HK,0.448
931026,2018.HK,0.835
931026,2382.HK,1.544
931026,2400.HK,0.821
931026,2556.HK,0.139
931026,2577.HK,0.107
931026,2587.HK,0.003
931026,3396.HK,0.177
931026,3738.HK,0.382
931026,3888.HK,1.036
931026,3896.HK,0.626
931026,6088.HK,0.346
931026,6682.HK,0.516
931026,9626.HK,2.181
931026,9636.HK,0.209
931026,9678.HK,0.019
931026,9880.HK,1.948
931026,9899.HK,0.63
931027,0027.HK,1.796
931027,0151.HK,0.574
931027,0175.HK,2.136
931027,0241.HK,0.865
931027,0288.HK,1.699
931027,0291.HK,0.876
931027,0300.HK,1.147
931027,0322.HK,0.549
931027,0669.HK,4.016
931027,0780.HK,0.668
931027,1093.HK,1.596
931027,1177.HK,1.543
931027,1211.HK,7.42
931027,1364.HK,0.099
931027,1530.HK,0.975
931027,1801.HK,2.876
931027,1876.HK,0.273
931027,1928.HK,0.849
931027,1929.HK,0.585
931027,2015.HK,2.037
931027,2020.HK,2.255
931027,2097.HK,0.099
931027,2268.HK,0.65
931027,2269.HK,3.148
931027,2282.HK,0.294
931027,2313.HK,1.158
931027,2319.HK,1.046
931027,2331.HK,1.089
931027,2367.HK,0.367
931027,3690.HK,12.239
931027,3692.HK,1.445
931027,3998.HK,0.456
931027,6160.HK,4.856
931027,6181.HK,0.918
931027,6186.HK,0.424
931027,6618.HK,1.669
931027,6690.HK,1.518
931027,6862.HK,0.734
931027,6969.HK,0.433
931027,6990.HK,0.557
931027,9633.HK,1.99
931027,9660.HK,1.74
931027,9863.HK,0.593
931027,9868.HK,2.82
931027,9896.HK,0.375
931027,9926.HK,1.677
931027,9973.HK,0.096
931027,9987.HK,2.87
931027,9988.HK,16.194
931027,9992.HK,3.713
931033,000739,0.558
931033,000963,1.659
931033,001380,0.099
931033,002001,2.245
931033,002011,0.422
931033,002043,0.422
931033,002050,4.985
931033,002056,0.861
931033,002085,1.199
931033,002142,5.03
931033,002236,1.961
931033,002244,0.758
931033,002266,0.665
931033,002276,0.706
931033,002318,1.206
931033,002415,4.715
931033,002430,0.799
931033,002444,1.295
931033,002508,0.52
931033,002615,0.125
931033,002648,2.151
931033,002703,0.389
931033,002779,0.479
931033,002801,0.128
931033,002859,0.43
931033,1380,0.099
931033,2001,2.245
931033,2011,0.422
931033,2043,0.422
931033,2050,4.985
931033,2056,0.861
931033,2085,1.199
931033,2142,5.03
931033,2236,1.961
931033,2244,0.758
931033,2266,0.665
931033,2276,0.706
931033,2318,1.206
931033,2415,4.715
931033,2430,0.799
931033,2444,1.295
931033,2508,0.52
931033,2615,0.125
931033,2648,2.151
931033,2703,0.389
931033,2779,0.479
931033,2801,0.128
931033,2859,0.43
931033,300033,3.933
931033,300100,0.648
931033,300144,0.704
931033,300181,0.627
931033,300316,1.528
931033,300357,0.469
931033,300360,0.324
931033,300558,0.623
931033,300604,2.97
931033,300652,0.182
931033,300666,1.263
931033,300698,0.146
931033,300718,0.501
931033,300729,0.154
931033,300763,1.037
931033,300772,0.482
931033,300795,0.11
931033,300893,0.184
931033,300913,0.282
931033,300953,0.871
931033,300969,0.242
931033,301275,0.106
931033,301316,0.565
931033,301459,0.073
931033,301556,0.172
931033,301585,0.056
931033,301607,0.233
931033,600114,0.878
931033,600176,2.691
931033,600177,0.891
931033,600226,0.674
931033,600415,2.313
931033,600460,2.039
931033,600570,2.467
931033,600763,0.755
931033,600926,4.3
931033,600933,0.518
931033,601022,0.137
931033,601137,0.57
931033,601528,0.561
931033,601567,0.871
931033,601689,3.289
931033,603040,0.401
931033,603049,0.251
931033,603119,1.209
931033,603129,1.411
931033,603173,0.162
931033,603181,0.309
931033,603194,0.106
931033,603195,0.594
931033,603215,0.08
931033,603219,0.11
931033,603271,0.136
931033,603290,0.695
931033,603297,0.243
931033,603298,0.762
931033,603300,0.601
931033,603338,0.746
931033,603379,0.885
931033,603505,0.438
931033,603556,0.399
931033,603583,0.377
931033,603605,0.909
931033,603606,1.199
931033,603662,0.491
931033,603799,5.141
931033,603816,0.915
931033,605009,0.14
931033,605117,1.599
931033,605488,0.299
931033,605555,0.183
931033,688127,0.489
931033,688475,0.253
931033,688777,2.782
931033,688789,0.438
931033,739,0.558
931033,963,1.659
931052,000333,0.858
931052,000429,0.88
931052,000513,0.885
931052,000700,1.158
931052,000708,0.956
931052,000807,1.076
931052,000848,0.91
931052,000895,0.873
931052,000902,1.029
931052,000915,0.888
931052,000933,1.092
931052,002001,1.025
931052,002003,0.872
931052,002027,0.914
931052,002032,0.806
931052,002043,1.107
931052,002056,0.946
931052,002078,1.016
931052,002142,0.994
931052,002315,1.071
931052,002318,1.227
931052,002353,1.13
931052,002372,1.079
931052,002415,0.932
931052,002508,0.96
931052,002533,0.979
931052,002555,1.167
931052,002648,1.317
931052,002690,0.896
931052,002705,0.888
931052,002768,0.98
931052,002831,0.902
931052,002867,0.945
931052,002871,1.191
931052,002895,1.042
931052,2001,1.025
931052,2003,0.872
931052,2027,0.914
931052,2032,0.806
931052,2043,1.107
931052,2056,0.946
931052,2078,1.016
931052,2142,0.994
931052,2315,1.071
931052,2318,1.227
931052,2353,1.13
931052,2372,1.079
931052,2415,0.932
931052,2508,0.96
931052,2533,0.979
931052,2555,1.167
931052,2648,1.317
931052,2690,0.896
931052,2705,0.888
931052,2768,0.98
931052,2831,0.902
931052,2867,0.945
931052,2871,1.191
931052,2895,1.042
931052,300628,1.004
931052,300724,1.352
931052,300770,0.956
931052,300979,0.754
931052,333,0.858
931052,429,0.88
931052,513,0.885
931052,600012,0.882
931052,600036,0.81
931052,600039,0.943
931052,600096,1.105
931052,600132,0.889
931052,600211,0.914
931052,600285,0.905
931052,600323,0.91
931052,600329,0.879
931052,600377,0.882
931052,600461,0.875
931052,600531,1.956
931052,600549,1.379
931052,600598,1.069
931052,600660,0.881
931052,600690,0.836
931052,600710,0.994
931052,600729,0.836
931052,600750,0.974
931052,600761,0.981
931052,600803,0.82
931052,600873,0.994
931052,600887,0.827
931052,600901,0.955
931052,600919,0.876
931052,600926,0.933
931052,600989,1.161
931052,601009,0.836
931052,601088,0.928
931052,601126,1.16
931052,601128,0.927
931052,601138,0.824
931052,601168,1.225
931052,601298,1.004
931052,601319,0.956
931052,601577,0.926
931052,601601,1.078
931052,601717,0.92
931052,601838,0.867
931052,601872,1.233
931052,601898,0.922
931052,601900,1.016
931052,601918,0.974
931052,601919,0.877
931052,601939,0.865
931052,603013,1.027
931052,603156,1.031
931052,603233,1.036
931052,603444,0.936
931052,603529,0.895
931052,603565,0.891
931052,603611,0.914
931052,603699,1.143
931052,603730,1.133
931052,603816,1.056
931052,603899,0.907
931052,603929,1.849
931052,605028,0.847
931052,605117,0.894
931052,605337,1.097
931052,605599,1.282
931052,700,1.158
931052,708,0.956
931052,807,1.076
931052,848,0.91
931052,895,0.873
931052,902,1.029
931052,915,0.888
931052,933,1.092
931068,000333,14.729
931068,000651,7.34
931068,000887,0.699
931068,002003,0.315
931068,002027,3.081
931068,002472,1.195
931068,002508,0.42
931068,002612,0.175
931068,002714,5.318
931068,002847,0.314
931068,002867,0.234
931068,002920,1.545
931068,002946,0.199
931068,003010,0.299
931068,2003,0.315
931068,2027,3.081
931068,2472,1.195
931068,2508,0.42
931068,2612,0.175
931068,2714,5.318
931068,2847,0.314
931068,2867,0.234
931068,2920,1.545
931068,2946,0.199
931068,300144,0.569
931068,300251,1.214
931068,300492,0.257
931068,300498,3.514
931068,300926,0.167
931068,300972,0.808
931068,300979,0.357
931068,3010,0.299
931068,301498,0.338
931068,333,14.729
931068,600258,0.488
931068,600398,0.623
931068,600519,15.342
931068,600598,0.527
931068,600660,4.187
931068,600690,3.987
931068,600729,0.229
931068,600809,3.532
931068,600872,0.471
931068,600873,0.915
931068,600887,7.051
931068,600933,0.418
931068,601058,1.765
931068,601098,0.336
931068,601127,3.598
931068,601799,0.834
931068,601888,3.692
931068,601928,0.326
931068,603049,0.203
931068,603195,0.48
931068,603202,0.189
931068,603288,2.492
931068,603486,0.704
931068,603596,0.928
931068,603605,0.734
931068,603786,0.357
931068,651,7.34
931068,688169,1.251
931068,689009,1.258
931068,887,0.699
931071,000409,0.268
931071,000681,0.412
931071,002230,10.444
931071,002261,3.536
931071,002281,0.366
931071,002335,0.766
931071,002354,1.109
931071,002373,1.217
931071,002415,0.313
931071,002555,1.226
931071,2230,10.444
931071,2261,3.536
931071,2281,0.366
931071,2335,0.766
931071,2354,1.109
931071,2373,1.217
931071,2415,0.313
931071,2555,1.226
931071,300036,0.832
931071,300047,0.536
931071,300308,9.812
931071,300383,1.132
931071,300442,5.825
931071,300454,3.633
931071,300458,1.788
931071,300496,1.959
931071,300502,8.937
931071,300738,0.647
931071,301316,0.933
931071,301536,0.256
931071,302132,0.121
931071,409,0.268
931071,600602,0.334
931071,600699,0.48
931071,600728,1.351
931071,603019,0.785
931071,603444,1.204
931071,603486,1.524
931071,603881,0.669
931071,603893,1.483
931071,681,0.412
931071,688008,6.53
931071,688023,0.362
931071,688031,1.329
931071,688088,0.985
931071,688095,0.48
931071,688111,5.941
931071,688158,1.002
931071,688169,0.574
931071,688225,0.228
931071,688256,7.652
931071,688322,1.691
931071,688327,1.086
931071,688343,1.468
931071,688365,0.439
931071,688521,3.498
931071,688561,0.793
931071,688608,0.41
931071,688615,1.478
931071,688686,0.158
931079,000063,3.954
931079,000938,1.597
931079,000988,2.481
931079,002179,1.389
931079,002241,2.057
931079,002281,1.117
931079,002384,3.162
931079,002396,0.429
931079,002405,0.799
931079,002463,2.993
931079,002465,1.107
931079,002475,7.901
931079,002544,0.409
931079,002600,1.705
931079,002815,0.347
931079,002916,1.986
931079,002920,1.163
931079,002938,1.265
931079,003031,0.456
931079,2179,1.389
931079,2241,2.057
931079,2281,1.117
931079,2384,3.162
931079,2396,0.429
931079,2405,0.799
931079,2463,2.993
931079,2465,1.107
931079,2475,7.901
931079,2544,0.409
931079,2600,1.705
931079,2815,0.347
931079,2916,1.986
931079,2920,1.163
931079,2938,1.265
931079,300017,1.298
931079,300136,2.468
931079,300308,10.457
931079,300383,0.704
931079,300394,3.694
931079,300413,0.608
931079,300496,0.884
931079,300502,9.524
931079,300548,1.204
931079,300570,0.634
931079,300620,0.766
931079,300638,0.424
931079,300679,0.405
931079,300782,0.935
931079,3031,0.456
931079,600183,2.669
931079,600487,2.202
931079,600498,1.031
931079,600703,1.799
931079,600845,0.626
931079,601138,7.305
931079,601231,0.713
931079,603083,0.999
931079,603228,1.006
931079,603236,0.593
931079,603881,0.516
931079,603986,6.703
931079,63,3.954
931079,688100,0.193
931079,688153,0.221
931079,688375,0.722
931079,688387,0.805
931079,688498,1.578
931079,938,1.597
931079,988,2.481
931087,000063,2.343
931087,000100,1.906
931087,000725,3.031
931087,000977,1.221
931087,002049,1.08
931087,002156,1.194
931087,002230,2.603
931087,002236,0.706
931087,002371,3.887
931087,002415,2.17
931087,002463,1.774
931087,002916,1.177
931087,002920,0.689
931087,100,1.906
931087,2049,1.08
931087,2156,1.194
931087,2230,2.603
931087,2236,0.706
931087,2371,3.887
931087,2415,2.17
931087,2463,1.774
931087,2916,1.177
931087,2920,0.689
931087,300033,1.417
931087,300308,10.455
931087,300394,2.189
931087,300408,1.267
931087,300442,1.263
931087,300454,0.766
931087,300476,3.047
931087,300496,0.524
931087,300502,7.876
931087,300759,0.58
931087,300866,0.403
931087,301165,0.146
931087,301308,1.064
931087,600183,1.582
931087,600196,0.64
931087,600276,4.906
931087,600460,0.735
931087,600570,0.889
931087,601360,0.803
931087,603019,2.481
931087,603259,4.448
931087,603296,0.664
931087,603501,1.938
931087,603893,0.761
931087,603986,3.972
931087,63,2.343
931087,688008,3.934
931087,688012,2.881
931087,688041,4.644
931087,688072,1.124
931087,688082,0.342
931087,688099,0.557
931087,688111,1.474
931087,688183,0.415
931087,688213,0.513
931087,688396,0.64
931087,688728,0.237
931087,688981,4.645
931087,725,3.031
931087,977,1.221
931134,000009,0.024
931134,000028,0.035
931134,000031,0.105
931134,000035,0.015
931134,000039,0.164
931134,000049,0.011
931134,000058,0.006
931134,000061,0.028
931134,000062,0.035
931134,000063,0.28
931134,000100,0.232
931134,000157,0.074
931134,000166,0.075
931134,000301,0.175
931134,000333,0.316
931134,000338,0.429
931134,000400,0.022
931134,000425,0.107
931134,000513,0.04
931134,000528,0.034
931134,000538,0.067
931134,000550,0.02
931134,000551,0.01
931134,000568,0.121
931134,000617,0.02
931134,000625,0.131
931134,000630,0.142
931134,000651,0.222
931134,000652,0.041
931134,000661,0.068
931134,000672,0.015
931134,000680,0.013
931134,000703,0.185
931134,000708,0.163
931134,000709,0.305
931134,000725,0.319
931134,000776,0.129
931134,000792,0.206
931134,000803,0.006
931134,000807,0.092
931134,000830,0.084
931134,000858,0.313
931134,000876,1.001
931134,000878,0.121
931134,000921,0.032
931134,000932,0.468
931134,000933,0.117
931134,000938,0.089
931134,000951,0.033
931134,000958,0.009
931134,000959,0.122
931134,000960,0.071
931134,000963,0.053
931134,000977,0.035
931134,000987,0.021
931134,000999,0.044
931134,001279,0.003
931134,001287,0.029
931134,001289,0.008
931134,001298,0.006
931134,001316,0.004
931134,001335,0.003
931134,001872,0.019
931134,001965,0.047
931134,001979,0.56
931134,002001,0.067
931134,002008,0.034
931134,002011,0.013
931134,002028,0.029
931134,002043,0.031
931134,002049,0.042
931134,002050,0.027
931134,002056,0.018
931134,002064,0.057
931134,002065,0.181
931134,002074,0.028
931134,002078,0.135
931134,002080,0.041
931134,002103,0.011
931134,002117,0.01
931134,002120,0.058
931134,002128,0.071
931134,002156,0.106
931134,002179,0.162
931134,002202,0.076
931134,002223,0.028
931134,002230,0.644
931134,002233,0.014
931134,002236,0.037
931134,002241,0.051
931134,002244,0.219
931134,002249,0.019
931134,002252,0.039
931134,002255,0.008
931134,002266,0.022
931134,002271,0.301
931134,002301,0.026
931134,002304,0.063
931134,002311,0.968
931134,002315,0.085
931134,002340,0.05
931134,002344,0.017
931134,002352,0.386
931134,002371,0.076
931134,002373,0.163
931134,002384,0.033
931134,002409,0.025
931134,002410,0.285
931134,002415,0.078
931134,002422,0.065
931134,002423,0.01
931134,002429,0.016
931134,002441,0.027
931134,002444,0.023
931134,002466,0.148
931134,002475,0.142
931134,002493,0.34
931134,002511,0.016
931134,002532,0.075
931134,002534,0.007
931134,002556,0.035
931134,002563,0.022
931134,002594,0.63
931134,002595,0.014
931134,002600,0.02
931134,002601,0.104
931134,002645,0.006
931134,002648,0.156
931134,002658,0.004
931134,002701,0.051
931134,002709,0.019
931134,002714,2.098
931134,002727,0.028
931134,002736,0.052
931134,002752,0.01
931134,002821,0.03
931134,002831,0.039
931134,002850,0.015
931134,002938,0.022
931134,002967,0.025
931134,003035,0.008
931134,003816,0.099
931134,0081.HK,0.17
931134,0123.HK,0.237
931134,0135.HK,0.156
931134,0144.HK,0.061
931134,0148.HK,0.049
931134,0152.HK,0.073
931134,0175.HK,0.196
931134,0241.HK,0.02
931134,0257.HK,0.074
931134,0268.HK,0.201
931134,0285.HK,0.041
931134,0322.HK,0.081
931134,0354.HK,0.272
931134,0363.HK,0.034
931134,0392.HK,0.096
931134,0489.HK,0.204
931134,0512.HK,0.019
931134,0552.HK,0.222
931134,0570.HK,0.036
931134,0576.HK,0.168
931134,0586.HK,0.044
931134,0631.HK,0.012
931134,0656.HK,0.15
931134,0683.HK,0.155
931134,0688.HK,0.811
931134,0696.HK,0.382
931134,0700.HK,12.008
931134,0751.HK,0.038
931134,0762.HK,0.13
931134,0788.HK,0.504
931134,0817.HK,0.236
931134,0819.HK,0.037
931134,0836.HK,0.115
931134,0861.HK,0.09
931134,0867.HK,0.032
931134,0868.HK,0.055
931134,0881.HK,0.101
931134,0960.HK,0.551
931134,0968.HK,0.028
931134,1030.HK,0.17
931134,1044.HK,0.064
931134,1066.HK,0.033
931134,1070.HK,0.021
931134,1093.HK,0.129
931134,1099.HK,0.56
931134,1177.HK,0.092
931134,1193.HK,0.092
931134,1199.HK,0.045
931134,1208.HK,0.075
931134,1258.HK,0.032
931134,1308.HK,0.09
931134,1313.HK,0.037
931134,1357.HK,0.118
931134,1378.HK,0.146
931134,1519.HK,0.099
931134,1530.HK,0.038
931134,1675.HK,0.131
931134,1810.HK,0.263
931134,1882.HK,0.031
931134,1907.HK,0.034
931134,1908.HK,0.228
931134,1958.HK,0.186
931134,2015.HK,0.167
931134,2020.HK,0.257
931134,2057.HK,0.17
931134,2233.HK,0.018
931134,2269.HK,0.128
931134,2313.HK,0.106
931134,2314.HK,0.065
931134,2319.HK,0.259
931134,2331.HK,0.222
931134,2357.HK,0.204
931134,2367.HK,0.02
931134,2382.HK,0.031
931134,2423.HK,0.456
931134,2580.HK,0.003
931134,2618.HK,0.114
931134,2666.HK,0.029
931134,2688.HK,0.169
931134,2689.HK,0.099
931134,2858.HK,0.019
931134,300001,0.016
931134,300012,0.103
931134,300014,0.042
931134,300015,0.045
931134,300022,0.009
931134,300033,0.156
931134,300054,0.052
931134,300073,0.016
931134,300124,0.064
931134,300130,0.009
931134,300131,0.025
931134,300184,0.033
931134,300207,0.039
931134,300223,0.028
931134,300226,0.499
931134,300263,0.009
931134,300274,0.08
931134,300308,0.081
931134,300316,0.02
931134,300355,0.01
931134,300373,0.027
931134,300383,0.272
931134,300384,0.01
931134,300388,0.005
931134,300416,0.024
931134,300425,0.004
931134,300433,0.048
931134,300450,0.025
931134,300475,0.043
931134,300493,0.009
931134,300496,0.179
931134,300498,1.767
931134,300538,0.006
931134,300650,0.012
931134,300662,0.026
931134,300674,0.114
931134,300682,0.084
931134,300724,0.033
931134,300743,0.006
931134,300750,0.449
931134,300759,0.035
931134,300760,0.091
931134,300772,0.015
931134,300773,0.013
931134,300795,0.005
931134,300797,0.006
931134,300803,0.194
931134,300867,0.005
931134,300902,0.002
931134,300919,0.032
931134,300938,0.011
931134,300957,0.014
931134,300962,0.004
931134,300975,0.009
931134,300979,0.013
931134,300999,0.056
931134,301026,0.003
931134,301039,0.018
931134,301099,0.008
931134,301109,0.004
931134,301127,0.003
931134,301175,0.005
931134,301215,0.006
931134,301216,0.028
931134,301236,0.195
931134,301289,0.003
931134,301358,0.012
931134,301500,0.006
931134,301508,0.004
931134,301526,0.008
931134,3320.HK,0.149
931134,3323.HK,0.528
931134,3339.HK,0.013
931134,3360.HK,0.029
931134,3396.HK,0.172
931134,3690.HK,1.537
931134,3692.HK,0.017
931134,3800.HK,0.027
931134,3808.HK,0.058
931134,3888.HK,0.476
931134,3896.HK,0.11
931134,3899.HK,0.019
931134,3900.HK,0.418
931134,3931.HK,0.042
931134,3933.HK,0.036
931134,3998.HK,0.05
931134,600009,0.05
931134,600011,0.283
931134,600018,0.04
931134,600019,0.784
931134,600023,0.072
931134,600025,0.024
931134,600026,0.09
931134,600027,0.114
931134,600028,0.407
931134,600030,0.432
931134,600031,0.143
931134,600036,0.891
931134,600039,0.149
931134,600048,1.057
931134,600056,0.022
931134,600057,0.177
931134,600060,0.026
931134,600062,0.02
931134,600066,0.042
931134,600085,0.029
931134,600089,0.22
931134,600096,0.208
931134,600104,0.328
931134,600113,0.009
931134,600120,0.024
931134,600128,0.016
931134,600133,0.015
931134,600141,0.084
931134,600143,0.113
931134,600150,0.125
931134,600153,0.635
931134,600160,0.057
931134,600166,0.035
931134,600176,0.052
931134,600177,0.069
931134,600188,0.076
931134,600196,0.094
931134,600210,0.046
931134,600219,0.126
931134,600233,0.085
931134,600276,0.125
931134,600278,0.051
931134,600282,0.16
931134,600309,0.542
931134,600312,0.018
931134,600315,0.014
931134,600318,0.001
931134,600320,0.04
931134,600323,0.03
931134,600325,0.649
931134,600332,0.08
931134,600346,0.257
931134,600350,0.026
931134,600352,0.157
931134,600362,0.314
931134,600377,0.019
931134,600380,0.047
931134,600388,0.033
931134,600390,0.024
931134,600398,0.067
931134,600406,0.064
931134,600415,0.127
931134,600420,0.025
931134,600426,0.133
931134,600436,0.021
931134,600449,0.012
931134,600458,0.011
931134,600460,0.033
931134,600482,0.077
931134,600487,0.146
931134,600489,0.139
931134,600499,0.023
931134,600511,0.029
931134,600517,0.007
931134,600519,0.664
931134,600521,0.024
931134,600522,0.127
931134,600528,0.024
931134,600535,0.025
931134,600547,0.158
931134,600549,0.076
931134,600566,0.021
931134,600570,0.232
931134,600575,0.047
931134,600580,0.022
931134,600582,0.027
931134,600584,0.14
931134,600585,0.262
931134,600612,0.064
931134,600623,0.058
931134,600643,0.007
931134,600663,0.083
931134,600685,0.015
931134,600686,0.017
931134,600689,0.003
931134,600690,0.159
931134,600704,0.373
931134,600710,0.146
931134,600738,0.01
931134,600741,0.109
931134,600761,0.023
931134,600795,0.229
931134,600801,0.065
931134,600803,0.087
931134,600809,0.083
931134,600817,0.003
931134,600820,0.239
931134,600826,0.014
931134,600830,0.002
931134,600835,0.012
931134,600839,0.046
931134,600845,0.188
931134,600850,0.089
931134,600873,0.675
931134,600875,0.036
931134,600885,0.024
931134,600886,0.095
931134,600887,0.38
931134,600900,0.374
931134,600901,0.015
931134,600905,0.133
931134,600916,0.098
931134,600927,0.024
931134,600930,0.023
931134,600938,1.352
931134,600941,1.79
931134,600958,0.101
931134,600963,0.029
931134,600973,0.016
931134,600989,0.098
931134,600998,0.076
931134,600999,0.101
931134,601006,0.227
931134,601018,0.049
931134,601033,0.008
931134,601038,0.007
931134,601061,0.035
931134,601066,0.036
931134,601088,0.144
931134,601100,0.014
931134,601117,0.393
931134,601127,0.08
931134,601155,0.251
931134,601156,0.046
931134,601168,0.125
931134,601179,0.026
931134,601186,0.432
931134,601211,0.346
931134,601212,0.11
931134,601216,0.054
931134,601225,0.116
931134,601231,0.022
931134,601233,0.213
931134,601238,0.044
931134,601288,0.317
931134,601298,0.023
931134,601318,1.218
931134,601319,0.056
931134,601369,0.009
931134,601388,0.01
931134,601390,1.374
931134,601398,0.537
931134,601399,0.011
931134,601567,0.013
931134,601598,0.054
931134,601600,0.378
931134,601607,0.088
931134,601615,0.035
931134,601618,0.369
931134,601628,0.058
931134,601633,0.064
931134,601636,0.027
931134,601658,0.164
931134,601668,1.476
931134,601669,0.947
931134,601688,0.239
931134,601717,0.048
931134,601728,0.153
931134,601766,0.191
931134,601800,0.391
931134,601816,0.304
931134,601857,0.293
931134,601865,0.015
931134,601866,0.031
931134,601868,0.487
931134,601872,0.095
931134,601877,0.063
931134,601880,0.045
931134,601881,0.076
931134,601898,0.058
931134,601899,0.857
931134,601919,0.577
931134,601939,1.557
931134,601965,0.03
931134,601985,0.214
931134,601988,0.192
931134,601991,0.134
931134,601995,0.08
931134,603195,0.004
931134,603225,0.086
931134,603233,0.031
931134,603259,0.261
931134,603260,0.019
931134,603296,0.019
931134,603298,0.013
931134,603300,0.084
931134,603338,0.012
931134,603466,0.011
931134,603501,0.089
931134,603568,0.021
931134,603588,0.024
931134,603605,0.033
931134,603612,0.021
931134,603613,0.263
931134,603659,0.017
931134,603688,0.015
931134,603733,0.011
931134,603799,0.156
931134,603806,0.013
931134,603816,0.017
931134,603833,0.012
931134,603858,0.022
931134,603883,0.025
931134,603899,0.064
931134,603927,0.1
931134,603933,0.004
931134,603939,0.038
931134,603986,0.074
931134,603993,0.22
931134,605099,0.004
931134,605117,0.01
931134,6069.HK,0.003
931134,6618.HK,0.063
931134,688002,0.028
931134,688008,0.052
931134,688009,0.024
931134,688012,0.044
931134,688036,0.024
931134,688041,0.032
931134,688082,0.007
931134,688099,0.022
931134,688111,0.211
931134,688120,0.021
931134,688187,0.025
931134,688223,0.049
931134,688235,0.051
931134,688249,0.023
931134,688303,0.011
931134,688347,0.135
931134,688349,0.004
931134,688363,0.013
931134,688396,0.029
931134,688425,0.009
931134,688469,0.024
931134,688472,0.025
931134,688599,0.079
931134,688728,0.009
931134,688772,0.011
931134,688777,0.023
931134,688778,0.009
931134,688819,0.008
931134,688981,0.414
931134,6993.HK,0.01
931134,920185,0.008
931134,920249,0.003
931134,9633.HK,0.097
931134,9636.HK,0.038
931134,9973.HK,0.011
931134,9987.HK,0.368
931134,9988.HK,10.777
931134,9992.HK,0.019
931139,000333,14.781
931139,000651,7.607
931139,000858,8.939
931139,000895,1.171
931139,001323,0.106
931139,002003,0.327
931139,002032,0.303
931139,002251,0.422
931139,002311,1.88
931139,002508,0.435
931139,002563,0.196
931139,002572,0.377
931139,002612,0.181
931139,002714,5.511
931139,002832,0.227
931139,002847,0.325
931139,002867,0.243
931139,002946,0.206
931139,003006,0.156
931139,003010,0.309
931139,1323,0.106
931139,2003,0.327
931139,2032,0.303
931139,2251,0.422
931139,2311,1.88
931139,2508,0.435
931139,2563,0.196
931139,2572,0.377
931139,2612,0.181
