序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比
478,H50053,上证移动,3227.91,-1.26,-41.21,17347027,56838868453.0,2.28,3270.7,3196.3,3229.87,3269.12,0.85
479,H11164,香港300,2400.88,-1.26,-30.6,68094678,152998480021.4,1.63,2415.61,2375.98,2383.09,2431.48,0.71
480,931139,CS消费50,16081.56,-1.26,-205.67,9633429,40974104155.0,1.62,16320.18,16057.0,16237.06,16287.23,0.83
481,932152,港股通成长策略,1352.55,-1.27,-17.41,59898585,129594833860.6,1.91,1363.73,1337.59,1341.9,1369.96,0.78
482,H50069,港股通,3873.27,-1.28,-50.24,102950750,166279321600.1,1.66,3898.68,3833.69,3846.74,3923.51,0.72
483,931575,SHS物联网,5134.99,-1.28,-66.65,19221958,103753220055.6,1.82,5195.32,5100.4,5128.53,5201.64,0.67
484,931663,SHS消费龙头,2072.53,-1.28,-26.91,9728883,62547588686.8,0.83,2087.36,2069.92,2078.36,2099.44,0.82
485,CESP50,中华港股通优选50,3325.18,-1.28,-42.96,21133246,91276921014.1,1.5,3343.79,3293.32,3301.53,3368.14,0.82
486,931855,通用航空,1372.73,-1.29,-17.88,14827773,40542510970.0,2.53,1399.93,1364.78,1377.35,1390.61,0.87
487,931583,SHS数字经济,1825.44,-1.3,-24.02,21806096,122537552964.6,1.67,1842.94,1812.0,1816.13,1849.46,0.72
488,H11152,内地民营,1570.4,-1.31,-20.92,11729970,74451577143.8,1.74,1582.86,1555.2,1556.24,1591.32,0.72
489,931068,消费龙头,12652.27,-1.31,-167.73,11143331,46442808269.0,1.44,12826.18,12641.17,12777.53,12820.0,0.79
490,H30365,文娱传媒,1119.55,-1.32,-15.0,49830488,78271001207.0,3.81,1139.75,1096.47,1121.0,1134.55,0.83
491,932216,香港100净收益,4434.16,-1.33,-59.6,34974281,119781243064.3,1.56,4460.35,4390.29,4401.16,4493.76,0.76
492,H11100,香港100,2354.97,-1.33,-31.66,34974281,119781243064.3,1.56,2368.88,2331.67,2337.45,2386.63,0.76
493,H50054,上证休闲,891.66,-1.33,-11.98,17263627,23481725826.0,2.63,904.41,880.65,895.1,903.64,0.83
494,H11143,港股通内地地产,346.27,-1.34,-4.69,7465768,2510989706.9,1.22,348.51,344.24,347.37,350.96,0.4
495,932076,全指地产,3025.77,-1.34,-41.2,26061424,14418004137.0,1.31,3058.41,3018.13,3043.11,3066.97,0.69
496,930790,CS娱乐TI,1609.55,-1.36,-22.26,76418042,105254697608.0,3.42,1635.84,1580.11,1613.36,1631.81,0.82
497,931646,SHS新消费,1886.15,-1.37,-26.14,18824626,78122084981.7,1.81,1902.88,1868.31,1877.48,1912.29,0.85
498,931580,SHS游戏传媒,884.08,-1.38,-12.35,45971400,81455770211.8,3.24,897.35,868.3,882.36,896.43,0.79
499,931585,卫星导航,1137.32,-1.39,-16.03,18066412,60842043502.0,2.7,1165.28,1134.11,1139.84,1153.35,0.89
500,930931,港股通50,4014.91,-1.39,-56.48,19377026,89930298692.0,1.49,4037.4,3976.73,3988.15,4071.39,0.85
501,H30332,香港50,2395.97,-1.41,-34.32,19346066,95362626694.7,1.47,2409.28,2373.5,2379.98,2430.29,0.85
502,931404,SHS品牌消费50,2772.18,-1.41,-39.52,8020621,62420674342.8,1.12,2800.35,2768.75,2786.06,2811.7,0.78
503,930653,CS食品饮,15408.36,-1.42,-222.54,15150066,42340974460.0,1.75,15668.56,15395.43,15579.62,15630.9,0.83
504,930601,中证软件,6534.85,-1.44,-95.18,9218793,26893590027.0,2.19,6641.43,6496.29,6575.89,6630.03,0.73
505,H30202,软件指数,15504.4,-1.44,-226.52,11555059,32902487528.0,2.11,15758.63,15426.95,15597.41,15730.92,0.79
506,950162,科创芯片设计,2070.88,-1.48,-31.11,3845132,46013777400.0,2.48,2101.51,2049.29,2069.5,2101.99,0.72
507,H30047,AMAC木材,4978.17,-1.49,-75.35,5858310,6939469797.0,5.22,5214.52,4950.81,5091.73,5053.52,1.81
508,H11136,中国互联网,5169.05,-1.54,-80.9,5362418,42701957345.6,2.05,5251.32,5143.56,5251.19,5249.95,0.8
509,930625,SHS互联网,3092.0,-1.54,-48.33,29507080,95474297337.9,1.77,3120.99,3065.28,3083.76,3140.33,0.78
510,931481,SHS线上消费,1185.36,-1.54,-18.53,31708303,87114742738.4,2.37,1198.39,1169.89,1182.49,1203.89,0.82
511,931271,通信设备主题,3591.52,-1.55,-56.53,15626913,110932691386.0,2.9,3676.07,3570.12,3599.03,3648.05,0.79
512,H50018,上证文化,1496.33,-1.55,-23.57,17055367,22497281335.0,2.88,1518.85,1475.02,1504.0,1519.9,0.84
513,931789,中韩新能车,4529.09,-1.55,-71.36,0,,2.78,4561.51,4433.77,4497.81,4600.45,
514,931073,CSIHK1,2382.6,-1.55,-37.6,19346066,95362626694.7,1.62,2397.18,2357.98,2365.08,2420.2,0.85
515,H30106,港股通金融服务,1585.21,-1.56,-25.08,12916547,23664249434.3,1.02,1590.84,1574.34,1581.29,1610.29,0.82
516,930604,中国互联网30,9428.41,-1.57,-150.08,6682886,46884517803.6,2.25,9581.34,9366.24,9581.07,9578.49,0.8
517,932307,中国互联网人民币中间,5147.85,-1.57,-82.35,5362418,42813701683.5,2.09,5230.98,5121.76,5230.2,5230.2,0.8
518,930796,全球中国互联网,2065.54,-1.57,-32.86,10459412,64312610887.7,2.17,2098.96,2053.33,2098.91,2098.4,0.77
519,930633,中证旅游,3384.79,-1.58,-54.47,12135151,14959279885.0,1.68,3419.52,3361.71,3414.09,3439.26,0.82
520,931594,卫星产业,1232.63,-1.62,-20.34,15936786,63797576284.0,3.04,1267.61,1229.58,1237.04,1252.97,0.78
521,931072,全球中国互联网HKD,1815.71,-1.62,-29.93,10459412,72385504648.0,2.22,1845.6,1804.7,1845.59,1845.64,0.77
522,931470,SHS云计算,3701.91,-1.67,-62.7,23127828,111243873279.9,2.67,3762.81,3662.21,3704.41,3764.61,0.81
523,950180,科创AI,2414.33,-1.69,-41.46,2405661,29900775758.0,2.55,2456.23,2393.71,2423.13,2455.79,0.69
524,931074,CSIHK2,2340.41,-1.7,-40.37,19346066,95362626694.7,1.77,2356.06,2314.0,2321.62,2380.78,0.85
525,CES100,中华港股通精选100,5813.5,-1.71,-101.01,22241272,90304203408.9,1.39,5849.85,5767.65,5787.19,5914.51,0.75
526,930709,香港证券,1435.03,-1.71,-24.95,1817352,4320893362.7,1.19,1445.63,1428.24,1442.24,1459.98,0.51
527,931071,人工智能,2321.75,-1.74,-41.08,12211662,90242080137.0,2.77,2363.67,2298.12,2333.63,2362.83,0.74
528,931066,军工龙头,3712.64,-1.8,-68.13,9967384,30263840753.0,2.34,3784.05,3695.44,3747.13,3780.77,0.75
529,931521,高装细分50,3492.54,-1.83,-65.0,16035297,51316089279.0,2.33,3562.1,3479.33,3523.15,3557.54,0.76
530,931075,CSIHK3,2270.91,-1.84,-42.51,19346066,95362626694.7,1.91,2287.38,2243.11,2251.13,2313.42,0.85
531,H50036,上证军工,10606.69,-1.85,-199.42,11672833,41260816562.0,2.22,10816.73,10576.75,10699.19,10806.11,0.73
532,931637,港股通互联网,1009.94,-1.85,-19.02,12585653,48948196176.2,1.63,1018.76,1001.99,1004.83,1028.96,0.75
533,932420,智选船舶产业,1567.04,-1.86,-29.72,19759785,23901901877.0,1.56,1591.3,1566.39,1583.82,1596.76,0.76
534,930713,CS人工智,5262.17,-1.87,-100.5,13008736,99492730787.0,2.4,5350.17,5221.46,5294.76,5362.67,0.69
535,H30205,饮料指数,23661.46,-1.9,-459.38,5421892,28963562103.0,2.31,24191.62,23635.09,24037.01,24120.84,0.62
536,H30533,中国互联网50,8934.99,-1.9,-172.61,6704811,47015850016.2,2.56,9109.26,8876.08,9107.6,9107.6,0.8
537,932419,国新国企航空航天,3212.99,-1.92,-62.83,13726436,49095775358.0,2.51,3281.5,3199.36,3246.69,3275.82,0.75
538,H30064,AMAC运输,3141.45,-1.92,-61.51,14844899,37316995569.0,1.75,3181.86,3125.87,3175.99,3202.96,0.74
539,930875,空天军工,2641.16,-1.96,-52.75,10998158,37027068455.0,2.3,2691.58,2629.75,2668.11,2693.91,0.74
540,931076,CSIHK4,2176.53,-1.98,-43.95,19346066,95362626694.7,2.06,2193.56,2147.79,2156.08,2220.48,0.85
541,932042,智选航空科技,1931.68,-2.09,-41.32,13753031,46218542702.8,2.22,1966.74,1922.9,1962.36,1973.0,0.8
542,931077,CSIHK5,2060.52,-2.12,-44.65,19346066,95362626694.7,2.21,2077.81,2031.33,2039.75,2105.17,0.85
543,931487,SHS人工智能50,2157.97,-2.16,-47.71,10289195,88949146838.3,1.86,2192.03,2150.96,2167.39,2205.68,0.71
544,H50005,180消费,16552.01,-2.17,-367.18,1191130,17557624275.0,3.23,17036.08,16489.24,16904.25,16919.19,0.84
545,932088,全指航空,946.12,-2.21,-21.34,11097409,36989383616.0,2.72,967.15,940.86,957.59,967.46,0.77
546,H30043,AMAC饮料,11018.97,-2.22,-250.27,5342723,28965479725.0,3.03,11329.93,10988.15,11251.55,11269.24,0.62
547,931024,港股通非银,4553.86,-2.26,-105.25,5176563,15080406319.7,1.26,4595.76,4537.24,4560.11,4659.11,0.61
548,931028,港股通非银CNY,5119.0,-2.29,-119.88,5176563,13398111591.0,1.22,5165.55,5101.46,5124.67,5238.88,0.61
549,H30036,AMAC餐饮,2645.12,-2.33,-63.23,1167262,1620732898.0,2.46,2708.95,2642.41,2694.04,2708.35,0.81
550,932456,科创创业AI,3041.92,-2.34,-73.01,11028019,86649786002.0,2.66,3102.62,3019.8,3070.72,3114.93,0.75
551,930622,CSSW白酒,36156.31,-2.4,-888.76,2553146,24272111312.0,2.76,37130.05,36107.09,36903.99,37045.07,0.56
552,H30040,AMAC社会,17215.03,-2.71,-479.11,6785782,7950084977.0,1.44,17419.02,17163.58,17406.41,17694.14,1.02
