序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比
1,H11057,石化产业,1504.92,2.0,29.57,18504128,36415445000.0,4.66,1516.52,1447.72,1449.26,1475.35,0.81
2,931719,CS电池,4146.15,1.99,80.97,16201884,76084730910.0,5.1,4200.13,3992.75,4017.21,4065.18,1.05
3,H30053,AMAC化学,3639.0,1.9,67.71,67265441,111036994420.0,4.62,3677.66,3512.69,3524.78,3571.29,0.93
4,930997,新能源车,2990.99,1.79,52.63,17258398,79612979587.0,4.64,3023.58,2887.38,2899.01,2938.36,1.0
5,H30055,AMAC化纤,5280.89,1.61,83.74,5929123,6919140968.0,4.9,5357.36,5102.79,5143.34,5197.15,0.9
6,930598,稀土产业,3015.15,1.6,47.57,24134431,40046029745.0,4.56,3046.35,2911.03,2913.91,2967.58,0.64
7,930632,CS稀金属,2976.51,1.51,44.37,21620321,64588520335.0,5.28,3004.07,2849.38,2852.14,2932.14,0.72
8,H30044,AMAC纺织,1872.56,1.46,26.98,8806964,8383379229.0,2.79,1892.73,1841.24,1849.35,1845.58,1.51
9,930614,环保50,2468.76,1.44,35.07,34756656,101511891412.0,3.94,2498.14,2402.32,2406.57,2433.69,0.86
10,H30198,油气产业,2445.91,1.41,33.89,39897119,33892609136.0,4.29,2460.33,2356.92,2360.64,2412.02,0.88
11,H30051,AMAC文教,2195.35,1.38,29.81,3232373,4137348011.0,3.51,2215.04,2139.08,2157.72,2165.54,1.07
12,H30060,AMAC金属,6273.73,1.26,77.87,24040720,43378752383.0,3.37,6339.38,6130.74,6141.48,6195.86,1.01
13,931733,绿色能源,5348.58,1.25,65.93,32597502,111390514008.0,3.81,5407.44,5206.27,5215.63,5282.65,0.97
14,931248,油气资源,1082.68,1.22,13.03,37013126,31354156996.0,4.36,1089.52,1042.92,1044.95,1069.65,0.89
15,931841,新能车15USD,4696.66,1.18,54.57,8244692,6799451704.7,3.73,4743.76,4570.53,4579.99,4642.09,0.87
16,H30056,AMAC橡胶,5265.97,1.18,61.62,13995169,23985675321.0,3.26,5317.62,5148.0,5171.83,5204.35,0.96
17,931792,新能车15,5258.1,1.16,60.15,8244692,47190231566.0,3.72,5310.33,5117.21,5128.4,5197.95,0.87
18,931259,转债流动性策略,229.8,1.08,2.46,1690725,29736028302.0,2.37,231.0,225.61,226.29,227.34,1.02
19,H50016,沪东北,3662.49,1.0,36.09,19331426,24559486947.0,3.18,3680.99,3565.67,3576.19,3626.4,0.69
20,H50047,180反两,289.02,1.0,2.87,132823298,265723203715.0,3.03,293.9,285.22,292.14,286.15,0.71
21,H30049,AMAC造纸,2477.32,0.93,22.73,9050731,9277197009.0,2.87,2504.16,2433.78,2435.05,2454.59,0.87
22,932077,全指能源行业,2620.04,0.92,23.78,43627635,33000040984.0,3.4,2633.91,2545.61,2547.09,2596.26,0.86
23,H30597,新材料,4367.57,0.91,39.24,23273536,81169285625.0,3.78,4419.62,4255.92,4272.54,4328.33,1.01
24,H50001,180能源,2415.05,0.91,21.83,7240630,10028130297.0,3.01,2422.98,2350.83,2354.53,2393.22,0.81
25,932078,全指材料行业,5373.28,0.81,42.91,202213164,327514683544.0,4.65,5436.5,5188.83,5200.92,5330.37,0.82
26,H30050,AMAC印刷,2334.98,0.81,18.67,1597795,1727939180.0,2.65,2353.39,2292.05,2313.51,2316.31,1.06
27,H30059,AMAC有色,5621.9,0.8,44.75,55099528,95552871538.0,5.31,5687.56,5391.42,5410.06,5577.15,0.83
28,931866,中证机床,1934.79,0.8,15.42,7265146,28055357170.0,3.76,1959.49,1887.39,1897.53,1919.37,0.86
29,931672,风电产业,1936.35,0.76,14.54,19329392,32125045470.0,2.69,1957.81,1906.03,1907.61,1921.81,0.81
30,931078,中证转债及可交换债,555.87,0.74,4.07,4613490,82218233690.0,1.73,558.18,548.65,550.49,551.8,1.0
31,930715,CS朝阳88,16796.99,0.74,122.94,24839301,126492408464.0,3.47,17010.62,16432.2,16501.78,16674.05,0.81
32,H30251,500原料,6699.44,0.73,48.8,37853538,74506569358.0,4.91,6787.16,6460.39,6489.58,6650.64,0.79
33,H50022,沪材料红,8667.95,0.67,58.0,11377555,16712209693.0,3.84,8793.84,8462.93,8494.94,8609.95,0.76
34,931151,光伏产业,3279.08,0.66,21.52,54663080,85529270024.0,4.4,3331.17,3187.9,3203.11,3257.56,1.0
35,931994,电网设备主题,2963.74,0.66,19.56,31654649,56482882501.0,3.21,3004.89,2910.41,2912.49,2944.18,0.82
36,H30065,AMAC电气,7232.04,0.65,46.54,114499030,192540285032.0,2.89,7306.67,7098.9,7113.7,7185.5,1.0
37,H50024,沪可选红,12326.42,0.65,79.44,6568149,10306928420.0,2.31,12402.76,12119.9,12169.77,12246.98,0.94
38,H30061,AMAC通用,3020.2,0.64,19.31,27805972,68626257454.0,2.97,3055.43,2966.32,2977.0,3000.89,0.86
39,931579,东证优势成长,8253.0,0.62,50.64,33302503,193834092854.0,3.74,8374.14,8066.98,8075.07,8202.36,0.78
40,931755,SEEE碳中和,2160.06,0.6,12.81,54741880,144285547016.0,3.49,2181.97,2107.03,2108.09,2147.25,0.75
41,H30083,300反向,1260.59,0.58,7.24,202716477,505759806238.0,1.53,1270.49,1251.29,1266.13,1253.35,0.73
42,932266,国企战略新兴,2205.18,0.58,12.76,19865254,49271041526.0,3.2,2226.55,2156.3,2165.3,2192.42,0.73
43,931778,农牧主题,1644.3,0.58,9.46,17137179,21353566523.0,3.29,1664.14,1610.38,1614.65,1634.84,0.66
44,H30404,300日报酬反向,935.59,0.57,5.34,202716477,505759806238.0,1.53,942.93,928.69,939.7,930.25,0.73
45,930901,动漫游戏,2267.71,0.56,12.65,11199774,17574429194.0,4.71,2298.83,2192.51,2235.3,2255.06,0.83
46,H11052,智能电车,4163.42,0.55,22.64,16152690,90357176920.0,3.15,4203.07,4072.82,4093.33,4140.78,0.88
47,H30590,机器人,1971.26,0.54,10.52,7696037,29974713878.0,3.62,1997.4,1926.51,1941.51,1960.74,0.82
48,931239,港股通汽车,2277.36,0.54,12.3,8338024,15068181522.7,3.12,2298.47,2227.75,2229.52,2265.06,0.8
49,H50046,180反向,3089.58,0.51,15.62,132823298,265723203715.0,1.52,3115.75,3069.17,3106.34,3073.96,0.71
50,931230,汽车零部件,1284.72,0.5,6.41,22670572,65313736170.0,3.21,1301.49,1260.49,1267.99,1278.31,0.94
51,931772,碳中和60,1893.15,0.47,8.94,46828248,114492792133.0,2.92,1908.73,1853.76,1860.68,1884.21,0.79
52,931897,绿色电力,1109.82,0.47,5.14,25543562,16891014907.0,1.47,1114.24,1097.98,1100.63,1104.68,0.86
53,932222,中证2000净收益,3724.1,0.43,15.79,346409480,500452388867.0,2.44,3761.96,3671.62,3681.9,3708.31,0.95
54,931798,光伏龙头30,2383.06,0.42,9.87,15577869,42525963753.0,3.84,2416.58,2325.51,2337.5,2373.19,0.72
55,932000,中证2000,3452.79,0.42,14.58,346409480,500452388867.0,2.44,3487.88,3404.12,3413.66,3438.21,0.95
56,H50055,沪大农业,1597.33,0.42,6.68,14491706,19098785673.0,2.71,1616.4,1573.23,1573.78,1590.65,0.7
57,H11050,AMAC综企,3115.65,0.42,12.9,5871997,8283524692.0,2.91,3148.55,3058.13,3071.58,3102.75,0.68
58,H30199,电力指数,2901.92,0.4,11.42,32723840,19181236555.0,1.42,2913.67,2872.59,2879.24,2890.5,0.76
59,932335,香港红利净收益,10758.73,0.39,42.21,14427864,14756950021.0,2.1,10765.8,10541.0,10593.85,10716.52,0.78
60,H11140,香港红利,3838.18,0.39,15.06,14427864,14756950021.0,2.1,3840.7,3760.51,3779.36,3823.12,0.78
61,H30031,800有色,12218.59,0.38,46.46,46132163,106855429976.0,5.78,12371.27,11667.64,11681.45,12172.13,0.76
62,H50002,180材料,3836.81,0.38,14.63,23611610,55370612671.0,5.15,3875.75,3678.73,3686.33,3822.18,0.64
63,931746,储能产业,3719.38,0.37,13.55,24678387,66433270421.0,3.2,3761.31,3642.75,3662.05,3705.83,0.81
64,950333,智选创新价值,2543.61,0.34,8.68,14143514,27526576962.0,3.02,2576.59,2500.11,2506.86,2534.93,0.94
65,H30373,百发100,22254.29,0.33,72.58,17851700,45263267473.0,2.49,22481.29,21928.62,22017.84,22181.71,0.77
66,931892,有色矿业,4505.21,0.32,14.43,47361901,111638337360.0,6.0,4563.5,4294.09,4299.49,4490.78,0.83
67,931581,周期稳健成长50,2155.59,0.32,6.79,14000586,22632115935.0,2.42,2170.46,2118.4,2125.33,2148.8,0.74
68,932037,央企现代能源,1536.52,0.32,4.85,43792037,44032894207.0,2.31,1546.83,1511.4,1512.68,1531.67,0.73
69,931722,国新港股通央企红利,1398.77,0.31,4.38,9634291,14557457602.6,2.39,1403.76,1370.41,1377.83,1394.39,0.59
70,H11059,工业有色,4544.72,0.3,13.81,38722558,82322436694.0,5.52,4595.45,4345.25,4351.36,4530.91,0.75
71,H50026,沪医药红,8132.89,0.3,23.98,3691662,5495760552.0,0.91,8199.84,8126.27,8144.85,8108.91,1.25
72,932086,全指公用行业,2661.35,0.27,7.18,42163286,27646772898.0,1.35,2674.01,2638.06,2643.17,2654.17,0.77
73,930641,中证中药,9765.56,0.27,26.72,11922985,17029080929.0,2.45,10004.11,9765.56,9927.56,9738.84,2.29
74,H30067,AMAC仪表,5413.81,0.27,14.4,5917174,12115009735.0,2.61,5479.88,5339.19,5359.88,5399.41,0.89
75,H50030,沪公用红,4849.82,0.27,13.3,4514297,4369322700.0,1.61,4883.44,4805.81,4824.26,4836.52,0.78
76,H50031,沪绿色城,2988.73,0.26,7.62,24917746,41380079988.0,2.48,3015.68,2941.85,2946.72,2981.11,0.91
77,H50009,180通信,2061.84,0.25,5.15,5184980,8744225361.0,1.54,2076.45,2044.73,2045.71,2056.69,0.6
78,931163,浙江100,2335.67,0.25,5.8,41849301,99679805118.0,2.94,2361.45,2293.03,2305.04,2329.87,0.85
79,H30046,AMAC皮革,790.97,0.25,2.01,950588,1207395323.0,1.46,795.83,784.35,787.17,788.96,0.92
80,H11031,AMAC采矿,3906.88,0.24,9.54,60927016,102132105769.0,5.31,3953.63,3746.8,3746.84,3897.34,0.82
81,H30352,500价值,10746.98,0.23,24.58,65242110,73564841223.0,2.57,10857.59,10582.15,10616.11,10722.4,0.72
82,930708,中证有色,3457.92,0.23,7.9,57855127,123562450535.0,5.7,3503.54,3306.73,3312.96,3450.02,0.81
83,H30054,AMAC医药,4590.33,0.23,10.31,46563917,72346942802.0,1.29,4639.15,4580.11,4592.46,4580.02,1.36
84,930914,港股通高股息,5231.68,0.22,11.41,14869771,16897107667.4,1.66,5234.25,5147.67,5174.45,5220.27,0.82
85,H30038,AMAC科技,7304.88,0.21,15.44,10013989,20991369144.0,2.68,7385.51,7190.24,7237.58,7289.44,0.88
