index_code
"930598"
"930599"
"930601"
"930606"
"930614"
"930616"
"930625"
"930632"
"930651"
"930652"
"930653"
"930697"
"930708"
"930713"
"930719"
"930721"
"930726"
"930734"
"930740"
"930758"
"930771"
"930782"
"930786"
"930790"
"930791"
"930792"
"930820"
"930836"
"930838"
"930839"
"930850"
"930851"
"930871"
"930875"
"930882"
"930883"
"930884"
"930899"
"930901"
"930910"
"930914"
"930923"
"930930"
"930939"
"930955"
"930960"
"930962"
"930964"
"930965"
"930986"
"931000"
"931008"
"931009"
"931026"
"931027"
"931033"
"931052"
"931068"
"931071"
"931079"
"931087"
"931134"
"931139"
"931140"
"931141"
"931144"
"931151"
"931152"
"931157"
"931159"
"931160"
"931163"
"931165"
"931166"
"931167"
"931186"
"931187"
"931235"
"931265"
"931353"
"931355"
"931357"
"931371"
"931372"
"931375"
"931380"
"931381"
"931395"
"931403"
"931409"
"931446"
"931447"
"931461"
"931463"
"931470"
"931476"
"931479"
"931489"
"931513"
"931524"
"931573"
"931582"
"931583"
"931643"
"931650"
"931719"
"931761"
"931775"
"931786"
"931787"
"931801"
"931802"
"931946"
"932000"
"932075"
"932119"
"932124"
"932502"
"950090"
"950096"
"980017"
"980028"
"980030"
"980032"
"989006"
"990001"
"995017"
"999102"
"H11052"
"H11054"
"H11100"
"H11104"
"H11136"
"H11144"
"H30002"
"H30007"
"H30015"
"H30031"
"H30074"
"H30089"
"H30094"
"H30109"
"H30142"
"H30143"
"H30169"
"H30171"
"H30184"
"H30202"
"H30217"
"H30257"
"H30269"
"H30318"
"H30344"
"H30351"
"H30355"
"H30356"
"H30357"
"H30365"
"H30372"
"H30455"
"H30457"
"H30484"
"H30531"
"H30532"
"H30535"
"H30552"
"H30560"
"H30588"
"H30597"
