fund_code,fund_type,actual_growth,estimated_growth,deviation,deviation_level
019712,混合型-偏债,0.0,0.0046805601640000005,0.0046805601640000005,0.0
019713,混合型-偏债,0.0,0.0046805601640000005,0.0046805601640000005,0.0
023979,指数型-股票,0.03,0.02531605391999999,-0.004683946080000008,0.0
023980,指数型-股票,0.03,0.02531605391999999,-0.004683946080000008,0.0
000970,混合型-灵活,0.0,0.004798978999999962,0.004798978999999962,0.0
024645,混合型-偏债,0.0,-0.004819980349199999,-0.004819980349199999,0.0
024646,混合型-偏债,0.0,-0.004819980349199999,-0.004819980349199999,0.0
005489,混合型-灵活,-0.14,-0.135075996624,0.004924003376000019,0.0
005490,混合型-灵活,-0.14,-0.135075996624,0.004924003376000019,0.0
005401,混合型-灵活,-0.24,-0.23506579855499998,0.004934201445000008,0.0
004549,混合型-灵活,-0.42,-0.42499885834,-0.004998858340000023,0.0
005561,指数型-股票,-0.31,-0.30499437258000006,0.005005627419999936,0.1
005562,指数型-股票,-0.31,-0.30499437258000006,0.005005627419999936,0.1
022900,指数型-股票,-0.31,-0.30499437258000006,0.005005627419999936,0.1
005400,混合型-灵活,-0.23,-0.23506579855499998,-0.005065798554999973,0.1
017933,混合型-偏股,-0.41,-0.41511163421130004,-0.005111634211300065,0.1
017934,混合型-偏股,-0.41,-0.41511163421130004,-0.005111634211300065,0.1
002651,债券型-混合二级,-0.01,-0.0048617038000000005,0.0051382962,0.1
002652,债券型-混合二级,-0.01,-0.0048617038000000005,0.0051382962,0.1
005840,混合型-偏股,-0.62,-0.6252737561234999,-0.005273756123499895,0.1
018174,混合型-偏股,-0.62,-0.6252737561234999,-0.005273756123499895,0.1
016844,混合型-偏债,-0.02,-0.014619041845800002,0.005380958154199998,0.1
016120,混合型-偏股,0.01,0.004559133039999932,-0.005440866960000068,0.1
017300,股票型,-0.53,-0.53547854448,-0.005478544479999958,0.1
017301,股票型,-0.53,-0.53547854448,-0.005478544479999958,0.1
020236,股票型,-0.54,-0.5455110839454,-0.005511083945400008,0.1
010329,混合型-灵活,-0.21,-0.2043737200621,0.005626279937899992,0.1
519113,混合型-灵活,0.4,0.39433872634899997,-0.005661273651000054,0.1
002797,债券型-混合二级,0.0,-0.005721283949999999,-0.005721283949999999,0.1
003813,混合型-偏债,-0.01,-0.0042240196674,0.0057759803326000005,0.1
010361,股票型,-0.47,-0.46418712679199997,0.005812873208000002,0.1
010362,股票型,-0.47,-0.46418712679199997,0.005812873208000002,0.1
008835,混合型-绝对收益,-0.09,-0.09585013899999999,-0.00585013899999999,0.1
008836,混合型-绝对收益,-0.09,-0.09585013899999999,-0.00585013899999999,0.1
015069,债券型-混合二级,-0.01,-0.0040057695,0.0059942305,0.1
009830,混合型-偏债,-0.01,-0.0039756658149,0.0060243341851000005,0.1
004260,混合型-灵活,-2.04,-2.033909678,0.006090321999999926,0.1
017626,混合型-灵活,-0.2,-0.193851603675,0.0061483963249999996,0.1
012044,指数型-股票,-0.71,-0.703840515588,0.0061594844119999825,0.1
005626,指数型-股票,-0.08,-0.08617187597000002,-0.006171875970000018,0.1
003336,债券型-混合二级,0.0,-0.00617540924,-0.00617540924,0.1
003126,混合型-偏债,-0.01,-0.003795967406999999,0.0062040325930000015,0.1
003127,混合型-偏债,-0.01,-0.003795967406999999,0.0062040325930000015,0.1
003028,混合型-灵活,-0.06,-0.05378692575999999,0.006213074240000005,0.1
003029,混合型-灵活,-0.06,-0.05378692575999999,0.006213074240000005,0.1
008541,混合型-偏债,0.0,-0.006248273429999992,-0.006248273429999992,0.1
008542,混合型-偏债,0.0,-0.006248273429999992,-0.006248273429999992,0.1
000082,股票型,-0.13,-0.12367963032999996,0.006320369670000048,0.1
024830,混合型-偏股,-0.04,-0.033648998490000026,0.006351001509999975,0.1
024831,混合型-偏股,-0.04,-0.033648998490000026,0.006351001509999975,0.1
012521,混合型-偏债,-0.01,-0.003626272630999999,0.006373727369000002,0.1
019335,混合型-偏股,-0.03,-0.03645594316319992,-0.0064559431631999245,0.1
015604,混合型-偏股,-1.05,-1.0565496790180002,-0.006549679018000187,0.1
011736,混合型-偏债,-0.04,-0.033406410252,0.006593589747999999,0.1
014397,债券型-混合二级,-0.01,-0.003391700072000001,0.0066082999279999995,0.1
000985,股票型,-0.24,-0.246625167828,-0.006625167828000017,0.1
010029,混合型-偏债,-0.01,-0.003345581156199999,0.006654418843800001,0.1
001537,混合型-灵活,0.3,0.293214889968,-0.006785110031999997,0.1
011502,混合型-灵活,-0.28,-0.28709570745999996,-0.007095707459999934,0.1
011536,混合型-偏债,-0.05,-0.057105429546,-0.007105429545999999,0.1
540002,混合型-偏股,1.03,1.0228890890400002,-0.007110910959999828,0.1
012067,混合型-偏股,-0.57,-0.5628781341486,0.0071218658513999555,0.1
012068,混合型-偏股,-0.57,-0.5628781341486,0.0071218658513999555,0.1
002701,债券型-混合二级,-0.01,-0.00281372121,0.00718627879,0.1
002702,债券型-混合二级,-0.01,-0.00281372121,0.00718627879,0.1
005008,债券型-混合二级,-0.01,-0.00281372121,0.00718627879,0.1
