fund_code,index_code,effective_weight
016462,000906,0.8
016463,000012,0.45
016463,000300,0.55
016464,000300,0.6
016464,HSI,0.2
016465,000300,0.6
016465,HSI,0.2
016466,000985,0.8
016467,000985,0.8
016475,000300,0.7
016475,HSI,0.1
016476,000300,0.7
016476,HSI,0.1
016477,000905,0.7
016477,930930,0.1
016477,中证全债指数,0.2
016478,000905,0.7
016478,930930,0.1
016478,中证全债指数,0.2
016485,000906,0.6
016485,930930,0.2
016486,000906,0.6
016486,930930,0.2
016487,000300,0.7
016487,930930,0.1
016487,中证全债指数,0.2
016488,000300,0.7
016488,930930,0.1
016488,中证全债指数,0.2
016491,000906,0.75
016492,000012,0.3
016492,000300,0.6
016492,930930,0.1
016493,000012,0.3
016493,000300,0.6
016493,930930,0.1
016494,399808,0.65
016494,中证全债指数,0.35
016495,931573,0.95
016496,931573,0.95
016500,930930,0.2
016500,H30184,0.6
016501,930930,0.2
016501,H30184,0.6
016502,000990,0.7
016502,930930,0.1
016503,000990,0.7
016503,930930,0.1
016504,000300,0.6
016505,000300,0.6
016507,931583,0.8
016508,931583,0.8
016509,000300,0.15
016509,中证全债指数,0.85
016515,931582,0.85
016515,HSI,0.05
016516,931582,0.85
016516,HSI,0.05
016517,000906,0.6
016517,930930,0.2
016518,000906,0.6
016518,930930,0.2
016520,000300,0.6
016523,000171,0.8
016524,000300,0.7
016524,HSCI,0.1
016525,000300,0.7
016525,HSCI,0.1
016528,000300,0.15
016529,000300,0.15
016530,000977,0.7
016530,HSI,0.1
016531,000977,0.7
016531,HSI,0.1
016541,000300,0.65
016541,HSI,0.05
016541,中证全债指数,0.3
016542,000300,0.65
016542,HSI,0.05
016542,中证全债指数,0.3
016545,000300,0.15
016545,HSI,0.05
016545,中证全债指数,0.8
016546,000300,0.15
016546,HSI,0.05
016546,中证全债指数,0.8
016547,000300,0.1
016547,HSI,0.05
016548,000300,0.1
016548,HSI,0.05
016549,930930,0.1
016549,931068,0.7
016550,930930,0.1
016550,931068,0.7
016551,000300,0.8
016551,HSI,0.1
016552,000300,0.8
016552,HSI,0.1
016553,000012,0.3
016553,000300,0.6
016553,930930,0.1
016554,000012,0.3
016554,000300,0.6
016554,930930,0.1
016556,000905,0.9
016558,000906,0.6
016558,HSI,0.2
016559,000906,0.6
016559,HSI,0.2
016560,000300,0.6
016560,HSI,0.2
016561,000300,0.6
016561,HSI,0.2
016562,000300,0.8
016562,中证全债指数,0.2
016563,000012,0.4
016563,000922,0.6
016564,000906,0.5
016566,931719,0.95
016567,931719,0.95
016568,000977,0.7
016568,HSI,0.2
016569,000977,0.7
016569,HSI,0.2
016570,000300,0.65
016570,HSI,0.15
016571,000300,0.65
016571,HSI,0.15
016572,931039,0.95
016573,931039,0.95
016579,000300,0.8
016579,中证全债指数,0.2
016581,黄金现货,0.95
016582,黄金现货,0.95
016588,000300,0.6
016588,HSI,0.2
016589,000300,0.6
016589,HSI,0.2
016590,399976,0.4
016590,931008,0.3
016591,399976,0.4
016591,931008,0.3
016592,000906,0.7
016592,930930,0.1
016593,000906,0.7
016593,930930,0.1
016594,000300,0.25
016600,000012,0.5
016600,000300,0.5
016605,000300,0.75
016606,000300,0.75
016616,000300,0.8
016616,中证全债指数,0.2
016617,000300,0.6
016620,000012,0.5
016620,000300,0.5
016623,000300,0.5
016623,930930,0.3
016624,000300,0.5
016624,930930,0.3
016626,000906,0.6
016626,HSI,0.2
016627,000906,0.6
016627,HSI,0.2
016630,000852,0.95
016631,000852,0.95
016632,000906,0.7
016632,930930,0.1
016633,000852,0.95
016634,000852,0.95
016635,000012,0.2
016635,931859,0.8
016637,000300,0.13
016637,930930,0.02
016638,000300,0.13
016638,930930,0.02
016641,000300,0.15
016641,930930,0.05
016642,000300,0.15
016642,930930,0.05
016643,000852,0.95
016645,000300,0.1
016645,HSI,0.05
016646,000300,0.1
016646,HSI,0.05
016653,000906,0.7
016653,930930,0.1
016654,000300,0.1
016654,HSI,0.05
016655,000300,0.1
016655,HSI,0.05
016664,930599,0.4
016664,中证全债指数,0.2
016665,930599,0.4
016665,中证全债指数,0.2
016667,H30007,0.15
016667,SOX,0.75
016668,H30007,0.15
016668,SOX,0.75
016676,000012,0.45
016676,000300,0.45
016676,930930,0.1
016677,000012,0.45
016677,000300,0.45
016677,930930,0.1
016678,000300,0.15
016678,HSI,0.05
016679,000300,0.15
016679,HSI,0.05
016680,931648,0.95
016681,931648,0.95
016682,000300,0.15
016682,930930,0.05
016683,000300,0.15
016683,930930,0.05
016690,000300,0.95
016700,000977,0.8
016703,000300,0.65
016703,930930,0.15
016704,000300,0.65
016704,930930,0.15
016707,000811,0.95
016708,000811,0.95
016709,000300,0.6
016709,930930,0.2
016710,000300,0.6
016710,930930,0.2
016713,000906,0.6
016713,HSI,0.1
016714,000906,0.6
016714,HSI,0.1
016721,000300,0.7
016721,中证全债指数,0.3
016725,399814,0.8
016725,中证全债指数,0.2
016726,399814,0.8
016726,中证全债指数,0.2
016729,931643,0.95
016730,931643,0.95
016746,000300,0.7
016746,HSI,0.15
016746,中证全债指数,0.15
016747,000300,0.7
016747,HSI,0.15
016747,中证全债指数,0.15
016751,000300,0.75
016754,000300,0.4
016754,HSI,0.05
016754,中证全债指数,0.55
016755,000300,0.4
016755,HSI,0.05
016755,中证全债指数,0.55
016756,000933,0.7
016756,930930,0.1
016757,000933,0.7
016757,930930,0.1
016761,000300,0.5
016761,HSI,0.1
016762,000300,0.5
016762,HSI,0.1
016763,931755,0.95
016764,931755,0.95
016766,000906,0.6
016766,930930,0.2
016767,000906,0.6
016767,930930,0.2
016772,000300,0.7
016772,HSI,0.1
016773,000300,0.7
016773,HSI,0.1
016774,000922,0.7
016774,930914,0.2
016774,中证全债指数,0.1
016775,000922,0.7
016775,930914,0.2
016775,中证全债指数,0.1
016776,000852,0.95
016777,000852,0.95
016780,000300,0.6
016781,000012,0.25
016781,000300,0.75
016782,000012,0.25
016782,000300,0.75
016785,000852,0.95
016786,000852,0.95
016788,399303,0.95
016789,399303,0.95
016796,000300,0.5
016803,000922,0.45
016810,000906,0.9
016810,930930,0.05
016811,000906,0.9
016811,930930,0.05
016814,931265,0.95
016815,399440,0.95
016818,000300,0.7
016818,HSI,0.1
016818,中证全债指数,0.2
016819,000300,0.7
016819,HSI,0.1
016819,中证全债指数,0.2
016826,000300,0.15
016826,HSI,0.05
016827,000300,0.15
016827,HSI,0.05
016830,000300,0.1
016830,中证全债指数,0.85
016831,000300,0.1
016831,中证全债指数,0.85
016832,000300,0.15
016832,HSI,0.05
016833,000300,0.15
016833,HSI,0.05
016834,000300,0.15
016834,HSI,0.05
016835,000300,0.15
016835,HSI,0.05
016836,930608,0.95
016837,930608,0.95
016840,000906,0.6
016840,930930,0.15
016841,000906,0.6
016841,930930,0.15
016842,399975,0.95
016843,399975,0.95
016844,000300,0.15
016844,930930,0.05
016845,000300,0.15
016845,930930,0.05
016847,000097,0.8
016847,930930,0.1
016848,000097,0.8
016848,930930,0.1
016854,000905,0.95
016856,000906,0.7
016856,930930,0.1
016857,000906,0.7
016857,930930,0.1
016858,000905,0.85
016858,中证全债指数,0.15
016863,000906,0.1
016863,930930,0.05
016864,000906,0.1
016864,930930,0.05
016865,000905,0.95
016866,000905,0.95
016867,000300,0.95
016868,000300,0.95
016873,000300,0.6
016874,000300,0.6
016879,931755,0.95
016880,931755,0.95
016887,931755,0.95
016888,931755,0.95
016891,930641,0.95
016892,930641,0.95
016895,000300,0.7
016895,HSI,0.1
016896,000300,0.7
016896,HSI,0.1
016897,931755,0.95
016898,931755,0.95
016899,931755,0.95
016900,931755,0.95
016902,000300,0.65
016902,HSI,0.15
016902,中证全债指数,0.2
016903,000300,0.65
016903,HSI,0.15
016903,中证全债指数,0.2
016906,000300,0.8
016906,中证全债指数,0.2
016908,930608,0.95
016909,930608,0.95
016912,000300,0.6
016912,930930,0.2
016913,000300,0.6
016913,930930,0.2
016915,995020,0.95
016916,995020,0.95
016917,931755,0.95
016918,931755,0.95
016919,000998,0.85
016920,000906,0.6
016921,930930,0.7
016924,000300,0.5
016924,中证全债指数,0.5
016935,000905,0.95
016936,000852,0.95
016937,000852,0.95
016938,931554,0.95
016939,931554,0.95
016942,000852,0.95
016943,000852,0.95
016945,931463,0.7
016945,HSI,0.1
016950,000300,0.6
016950,中证全债指数,0.4
016952,931454,0.95
016953,931454,0.95
016954,000300,0.65
016954,中证全债指数,0.3
016961,000922,0.5
016962,000852,0.95
016963,000852,0.95
016968,000905,0.95
016969,000905,0.95
016978,000906,0.5
016978,930930,0.2
016979,000906,0.5
016979,930930,0.2
016981,000906,0.75
016995,000300,0.15
016995,000905,0.15
016995,HSI,0.1
016996,000300,0.15
016996,000905,0.15
016996,HSI,0.1
016997,000300,0.5
016997,930930,0.1
016998,000300,0.5
016998,930930,0.1
017000,000300,0.1
017000,930930,0.8
017001,000300,0.1
017001,930930,0.8
017005,000012,0.4
017005,000300,0.6
017011,000300,0.08
017012,000300,0.08
017013,000300,0.4
017013,HSI,0.05
017013,中证全债指数,0.55
017014,000300,0.4
017014,HSI,0.05
017014,中证全债指数,0.55
017019,000949,0.95
017020,000949,0.95
017026,000300,0.6
017026,HSI,0.2
017026,中证全债指数,0.2
017027,000300,0.6
017027,HSI,0.2
017027,中证全债指数,0.2
017034,000906,0.7
017034,HSI,0.1
017034,中证全债指数,0.2
017035,000906,0.7
017035,HSI,0.1
017035,中证全债指数,0.2
017036,000977,0.8
017036,930930,0.1
017037,000977,0.8
017037,930930,0.1
017038,000852,0.95
017039,000852,0.95
017040,000969,0.95
017041,000827,0.6
017041,HSI,0.2
017042,000827,0.6
017042,HSI,0.2
017043,000300,0.6
017043,H11006,0.2
017043,HSI,0.2
017048,000906,0.7
017049,000906,0.7
017056,399438,0.95
017057,399438,0.95
017060,000300,0.2
017061,000300,0.2
017063,000905,0.65
017063,HSI,0.1
017063,中证全债指数,0.25
017064,000905,0.65
017064,HSI,0.1
017064,中证全债指数,0.25
017067,000852,0.95
017068,000852,0.95
017073,399808,0.5
017073,HSSSHCE,0.35
017074,399808,0.5
017074,HSSSHCE,0.35
017075,930930,0.2
017075,931865,0.6
017076,930930,0.2
017076,931865,0.6
017077,000300,0.1
017077,930930,0.05
017078,000300,0.1
017078,930930,0.05
017079,000300,0.15
017079,930930,0.15
017080,000300,0.15
017080,930930,0.15
017081,000300,0.15
017081,HSI,0.05
017081,中证全债指数,0.8
017082,000300,0.15
017082,HSI,0.05
017082,中证全债指数,0.8
017083,000300,0.15
017083,HSI,0.05
017083,中证全债指数,0.8
017084,000300,0.15
017084,HSI,0.05
017084,中证全债指数,0.8
017086,931463,0.8
017086,HSI,0.05
017087,931463,0.8
017087,HSI,0.05
017090,000300,0.8
017090,中证全债指数,0.2
017094,000852,0.95
017095,000852,0.95
017096,000300,0.15
017096,中证全债指数,0.8
017097,000300,0.15
017097,中证全债指数,0.8
017098,000300,0.4
017098,930930,0.3
017099,000300,0.85
017102,931582,0.8
017103,931582,0.8
017110,H30355,0.8
017112,000942,0.7
017112,HSI,0.1
017113,000942,0.7
017113,HSI,0.1
017114,000300,0.7
017114,HSI,0.15
017114,中证全债指数,0.15
017115,000300,0.7
017115,HSI,0.15
017115,中证全债指数,0.15
017118,000300,0.16
017118,HSI,0.04
017118,中证全债指数,0.8
017119,000300,0.16
017119,HSI,0.04
017119,中证全债指数,0.8
017125,931637,0.95
017126,931637,0.95
017130,000906,0.6
017130,930930,0.2
017131,000906,0.6
017131,930930,0.2
017132,399808,0.7
017132,HSI,0.2
017133,399808,0.7
017133,HSI,0.2
017140,930708,0.95
017141,930708,0.95
017142,000906,0.65
017142,HSI,0.15
017142,中证全债指数,0.2
017143,000906,0.65
017143,HSI,0.15
017143,中证全债指数,0.2
017144,931900,0.8
017144,HSI,0.1
017145,931900,0.8
017145,HSI,0.1
017147,000300,0.65
017147,HSI,0.15
017148,000300,0.65
017148,HSI,0.15
017151,000012,0.9
017151,000906,0.1
017154,000852,0.8
017155,000852,0.8
017157,000906,0.6
017157,HSI,0.2
017157,中证全债指数,0.2
017158,000906,0.6
017158,HSI,0.2
017158,中证全债指数,0.2
017161,000852,0.95
017162,000852,0.95
017165,000977,0.7
017165,930930,0.1
017165,中证全债指数,0.2
017166,000977,0.7
017166,930930,0.1
017166,中证全债指数,0.2
017167,000300,0.5
017167,中证全债指数,0.5
017170,000300,0.8
017170,中证全债指数,0.2
017174,399438,0.95
017175,399438,0.95
017176,000852,0.9
017177,000906,0.85
017178,000907,0.8
017181,000300,0.6
017181,HSI,0.2
017182,000300,0.6
017182,HSI,0.2
017185,980015,0.95
017186,980015,0.95
017188,000688,0.95
017189,000688,0.95
017190,000852,0.95
017191,000852,0.95
017192,H11059,0.95
017193,H11059,0.95
017194,000300,0.65
017195,000300,0.6
017195,930930,0.2
017196,000300,0.6
017196,930930,0.2
017197,000012,0.2
017197,H30355,0.75
017197,HSI,0.05
017199,931463,0.6
017200,931463,0.6
017204,HZ2083,0.1
017204,中证全债指数,0.1
017209,000891,0.9
017210,000891,0.9
017211,000300,0.6
017213,000012,0.3
017213,000300,0.7
017216,000906,0.6
017216,930930,0.2
017217,000906,0.6
017217,930930,0.2
017218,399976,0.2
017218,930607,0.3
017218,930721,0.2
017218,HSI,0.1
017219,399976,0.2
017219,930607,0.3
017219,930721,0.2
017219,HSI,0.1
017220,000300,0.13
017220,HSI,0.02
017221,000300,0.13
017221,HSI,0.02
017222,931719,0.95
017223,931719,0.95
017224,000300,0.15
017224,930930,0.05
017225,000300,0.15
017225,930930,0.05
017226,930697,0.95
017227,930697,0.95
017230,000300,0.6
017230,930930,0.2
017231,000300,0.6
017231,930930,0.2
017232,000300,0.15
017233,000300,0.15
017234,000300,0.7
017234,HSI,0.1
017244,000012,0.2
017244,000905,0.6
017244,930930,0.2
017245,000012,0.2
017245,000905,0.6
017245,930930,0.2
017261,000300,0.65
017261,HSI,0.1
017262,000300,0.65
017262,HSI,0.1
017265,000300,0.2
017265,HSCI,0.05
017266,000300,0.2
017266,HSCI,0.05
017288,000688,0.8
017289,000300,0.9
017290,000171,0.5
017290,HSI,0.1
017292,000922,0.95
017293,000922,0.95
017298,000300,0.15
017298,930930,0.05
017299,000300,0.15
017299,930930,0.05
017300,931573,0.2
017300,931582,0.6
017301,931573,0.2
017301,931582,0.6
017303,000906,0.65
017303,930930,0.15
017304,000906,0.65
017304,930930,0.15
017323,000852,0.95
017324,000852,0.95
017366,H30355,0.6
017366,HSI,0.2
017389,000906,0.15
017390,000906,0.15
017400,000300,0.75
017400,930930,0.15
017401,000300,0.75
017401,930930,0.15
017412,931643,0.95
017413,931643,0.95
017414,000300,0.25
017415,000906,0.6
017415,HSI,0.2
017416,000906,0.6
017416,HSI,0.2
017417,000300,0.1
017418,000933,0.75
017418,930965,0.05
017418,中证全债指数,0.2
017419,000933,0.75
017419,930965,0.05
017419,中证全债指数,0.2
017421,000300,0.15
017421,930930,0.05
017422,000300,0.15
017422,930930,0.05
017424,930820,0.6
017424,930930,0.2
017425,930820,0.6
017425,930930,0.2
017426,000300,0.85
017429,000300,0.2
017429,ACWI,0.75
017430,000300,0.2
017430,ACWI,0.75
017431,000300,0.2
017431,ACWI,0.75
017434,931646,0.95
017435,931646,0.95
017445,000300,0.95
017446,000300,0.95
017451,000300,0.4
017451,HSI,0.3
017454,000300,0.15
017454,930930,0.05
017455,000300,0.15
017455,930930,0.05
017458,930883,0.7
017458,930930,0.1
017461,000300,0.55
017462,000300,0.55
017464,000300,0.2
017465,000300,0.2
017467,000942,0.6
017467,931027,0.2
017467,中证全债指数,0.2
017468,000942,0.6
017468,931027,0.2
017468,中证全债指数,0.2
017469,000685,0.95
017470,000685,0.95
017471,931866,0.95
017472,931866,0.95
017477,000906,0.6
017477,HSI,0.2
017478,000906,0.6
017478,HSI,0.2
017479,000933,0.7
017480,000933,0.7
017481,H30199,0.95
017482,H30199,0.95
017483,931582,0.7
017483,HSI,0.05
017484,931582,0.7
017484,HSI,0.05
017485,000097,0.5
017485,中证全债指数,0.5
017486,000300,0.75
017486,中证全债指数,0.25
017487,000300,0.75
017487,中证全债指数,0.25
017488,000998,0.8
017488,HSI,0.1
017488,中证全债指数,0.1
017489,000998,0.8
017489,HSI,0.1
017489,中证全债指数,0.1
017490,000905,0.55
017490,HSI,0.2
017491,000905,0.55
017491,HSI,0.2
017493,000300,0.7
017494,000300,0.7
017494,HSI,0.1
017495,931643,0.95
017496,931643,0.95
017501,000906,0.65
017501,HSCI,0.15
017502,000906,0.65
017502,HSCI,0.15
017505,000852,0.95
017506,000852,0.95
017507,000905,0.15
017508,000905,0.15
017511,000300,0.7
017511,中证全债指数,0.3
017512,899050,0.95
017513,899050,0.95
017515,899050,0.95
017516,899050,0.95
017517,899050,0.95
017518,899050,0.95
017519,899050,0.95
017520,899050,0.95
017521,899050,0.95
017522,899050,0.95
017523,899050,0.95
017524,899050,0.95
017525,899050,0.95
017526,899050,0.95
017527,899050,0.95
017528,899050,0.95
017532,000300,0.7
017532,HSI,0.1
017532,中证全债指数,0.2
017533,000300,0.7
017533,HSI,0.1
017533,中证全债指数,0.2
017535,000906,0.7
017536,000922,0.6
017536,HSI,0.2
017537,000300,0.6
017537,HSI,0.2
017540,000906,0.15
017540,HSI,0.05
017541,000906,0.15
017541,HSI,0.05
017547,399303,0.95
017548,399303,0.95
017549,000510,0.9
017550,000510,0.9
017551,000012,0.2
017551,000300,0.6
017551,930930,0.2
017552,000012,0.2
017552,000300,0.6
017552,930930,0.2
017553,000300,0.15
017553,HSI,0.05
017553,中证全债指数,0.8
017557,H30455,0.95
017558,H30455,0.95
017559,000685,0.95
017560,000685,0.95
017564,000906,0.65
017564,930930,0.15
017565,000906,0.65
017565,930930,0.15
017568,000300,0.15
017568,930930,0.05
017569,000300,0.15
017569,930930,0.05
017571,399808,0.95
017572,399808,0.95
017573,931866,0.95
017574,931866,0.95
017575,000300,0.1
017575,930930,0.05
017576,000300,0.1
017576,930930,0.05
017598,000012,0.2
017598,000906,0.6
017598,930930,0.2
017599,000012,0.2
017599,000906,0.6
017599,930930,0.2
017600,000906,0.6
017600,930930,0.2
017601,000906,0.6
017601,930930,0.2
017602,000955,0.6
017602,H11153,0.2
017603,000955,0.6
017603,H11153,0.2
017604,930743,0.95
017605,930743,0.95
017606,000906,0.6
017606,930930,0.2
017607,000906,0.6
017607,930930,0.2
017608,000906,0.6
017608,HSCI,0.2
017609,000906,0.6
017609,HSCI,0.2
017610,HSMCHYI,0.95
017611,HSMCHYI,0.95
017612,000300,0.5
017612,中证全债指数,0.5
017615,000300,0.1
017616,000300,0.1
017617,000300,0.15
017617,930930,0.05
017618,000300,0.15
017618,930930,0.05
017619,000300,0.2
017619,HSI,0.05
017619,中证全债指数,0.7
017620,000300,0.2
017620,HSI,0.05
017620,中证全债指数,0.7
017624,000300,0.15
017625,000300,0.15
017626,000300,0.55
017627,000300,0.15
017627,HSI,0.6
017627,中证全债指数,0.25
017628,中证全债指数,0.2
017630,000906,0.6
017630,HSI,0.15
017631,000906,0.6
017631,HSI,0.15
017632,H30217,0.95
017633,H30217,0.95
017634,H30217,0.95
017635,000300,0.5
017635,930930,0.3
017636,000300,0.5
017636,930930,0.3
017637,399330,0.95
017638,399330,0.95
017639,000906,0.65
017639,930930,0.15
017639,中证全债指数,0.2
017640,000906,0.65
017640,930930,0.15
017640,中证全债指数,0.2
017644,000852,0.95
017645,000852,0.95
017646,931151,0.95
017647,931151,0.95
017648,000906,0.85
017648,930930,0.05
017649,000906,0.85
017649,930930,0.05
017650,000012,0.1
017650,930930,0.9
017651,995069,0.95
017652,995069,0.95
017653,931998,0.85
017654,931998,0.85
017655,000300,0.65
017655,HSI,0.15
017656,000300,0.65
017656,HSI,0.15
017663,399976,0.4
017663,930721,0.3
017663,930930,0.1
017664,399976,0.4
017664,930721,0.3
017664,930930,0.1
017667,H30597,0.7
017667,HSI,0.1
017668,H30597,0.7
017668,HSI,0.1
017669,000300,0.7
017669,HSI,0.1
017670,000300,0.7
017670,HSI,0.1
017679,000300,0.5
017683,930608,0.95
017684,930608,0.95
017689,000300,0.1
017689,930930,0.05
017692,000300,0.1
017692,930930,0.05
017697,930930,0.15
017697,H30597,0.65
017698,930930,0.15
017698,H30597,0.65
017702,000906,0.65
017702,HSI,0.15
017703,000906,0.65
017703,HSI,0.15
017707,000300,0.6
017707,HSI,0.1
017715,000905,0.8
017715,中证全债指数,0.2
017716,000905,0.8
017716,中证全债指数,0.2
017719,000942,0.65
017719,930930,0.15
017720,000942,0.65
017720,930930,0.15
017721,930930,0.2
017721,H11052,0.6
017722,930930,0.2
017722,H11052,0.6
017723,000300,0.6
017723,930930,0.2
017724,000300,0.6
017724,930930,0.2
017726,000905,0.6
017726,HSI,0.2
017727,000905,0.6
017727,HSI,0.2
017730,000300,0.2
017730,ACWI,0.75
017731,000300,0.2
017731,ACWI,0.75
017732,000300,0.7
017732,中证全债指数,0.3
017733,000852,0.95
017734,000852,0.95
017735,000300,0.6
017735,930930,0.2
017736,000300,0.6
017736,930930,0.2
017737,000300,0.6
017737,930930,0.2
017738,000300,0.6
017738,930930,0.2
017739,000300,0.1
017740,000300,0.7
017740,HSI,0.1
017740,中证全债指数,0.2
017741,000300,0.7
017741,HSI,0.1
017741,中证全债指数,0.2
017742,000906,0.7
017742,930930,0.1
017743,000906,0.7
017743,930930,0.1
017744,000906,0.8
017744,HSI,0.1
017745,000906,0.8
017745,HSI,0.1
017746,931958,0.1
017746,H30183,0.8
017747,931958,0.1
017747,H30183,0.8
017749,000906,0.7
017749,930930,0.1
017750,000906,0.7
017750,930930,0.1
017751,000171,0.7
017751,930930,0.1
017752,000171,0.7
017752,930930,0.1
017757,000171,0.75
017758,000012,0.3
017758,000906,0.7
017759,000300,0.5
017759,中证全债指数,0.5
017760,000012,0.3
017760,H11054,0.7
017761,000012,0.3
017761,000906,0.7
017762,000012,0.3
017762,000905,0.7
017764,000906,0.7
017764,HSI,0.1
017765,000906,0.7
017765,HSI,0.1
017766,000012,0.3
017766,000300,0.7
017767,000300,0.6
017767,HSI,0.1
017769,000300,0.15
017769,930930,0.05
017770,000300,0.15
017770,930930,0.05
017772,000300,0.8
017773,000942,0.8
017773,中证全债指数,0.2
017778,931412,0.95
017779,931412,0.95
017784,000300,0.75
017784,HSI,0.05
017787,000300,0.5
017787,中证全债指数,0.5
017794,000300,0.7
017794,HSI,0.05
017794,中证全债指数,0.25
017795,000300,0.7
017795,HSI,0.05
017795,中证全债指数,0.25
017801,000905,0.65
017801,930930,0.15
017802,000905,0.65
017802,930930,0.15
017811,930713,0.8
017813,930930,0.1
017813,930987,0.7
017814,930930,0.1
017814,930987,0.7
017821,000906,0.65
017821,HSCI,0.15
017824,930930,0.15
017824,H30597,0.75
017825,930930,0.15
017825,H30597,0.75
017826,000300,0.6
017826,HSI,0.2
017827,000300,0.6
017827,HSI,0.2
017828,000905,0.55
017828,HSI,0.25
017829,000905,0.55
017829,HSI,0.25
017832,931454,0.95
017833,931454,0.95
017835,000906,0.85
017835,930930,0.05
017836,000906,0.85
017836,930930,0.05
017839,399808,0.7
017839,930930,0.1
017840,399808,0.7
017840,930930,0.1
017842,000906,0.75
017842,中证全债指数,0.25
017843,000906,0.75
017843,中证全债指数,0.25
017846,000852,0.95
017847,000852,0.95
017848,932119,0.6
017848,HSI,0.2
017849,932119,0.6
017849,HSI,0.2
017850,000300,0.7
017850,HSI,0.05
017850,中证全债指数,0.25
017851,000300,0.7
017851,HSI,0.05
017851,中证全债指数,0.25
017853,930851,0.95
017854,930851,0.95
017855,H11057,0.95
017856,H11057,0.95
017857,000300,0.6
017857,930930,0.2
017857,中证全债指数,0.2
017858,000300,0.6
017858,930930,0.2
017858,中证全债指数,0.2
017859,000300,0.7
017859,HSI,0.1
017859,中证全债指数,0.2
017860,000300,0.75
017860,930930,0.05
017860,中证全债指数,0.2
017861,000300,0.75
017861,930930,0.05
017861,中证全债指数,0.2
017862,000903,0.95
017863,000903,0.95
017866,930599,0.7
017866,930930,0.1
017867,930599,0.7
017867,930930,0.1
017868,000906,0.6
017868,930930,0.2
017869,000906,0.6
017869,930930,0.2
017870,000942,0.8
017870,930964,0.05
017870,932502,0.05
017870,中证全债指数,0.1
017874,000300,0.8
017874,中证全债指数,0.2
017876,399808,0.8
017876,930930,0.1
017877,399808,0.8
017877,930930,0.1
017878,000906,0.6
017878,930930,0.2
017879,000906,0.6
017879,930930,0.2
017881,000300,0.7
017881,930930,0.05
017882,000300,0.7
017882,930930,0.05
017885,000300,0.55
017886,000300,0.15
017886,HSI,0.05
017887,000300,0.15
017887,HSI,0.05
017889,000906,0.8
017889,HSI,0.1
017889,中证全债指数,0.1
017892,399303,0.95
017893,399303,0.95
017896,000906,0.95
017897,000906,0.95
017900,000933,0.8
017907,931755,0.95
017908,931755,0.95
017911,000012,0.1
017911,000300,0.45
017911,HSCI,0.45
017912,000300,0.15
017912,930930,0.05
017913,000300,0.15
017913,930930,0.05
017915,000942,0.8
017916,000300,0.8
017919,000852,0.95
017920,000852,0.95
017921,000933,0.8
017921,中证全债指数,0.2
017925,000300,0.95
017927,000012,0.3
017927,000171,0.7
017929,000300,0.4
017929,HSI,0.4
017929,中证全债指数,0.2
017931,000300,0.8
017931,930930,0.1
017932,000300,0.8
017932,930930,0.1
017933,930599,0.65
017933,930930,0.15
017934,930599,0.65
017934,930930,0.15
017935,000300,0.65
017935,930930,0.15
017936,000300,0.65
017936,930930,0.15
017937,399989,0.95
017938,399989,0.95
017941,000300,0.6
017946,000300,0.85
017947,000300,0.1
017947,HSI,0.7
017948,000907,0.9
017949,399673,0.95
017950,399673,0.95
017953,000852,0.95
017954,000852,0.95
017957,000300,0.1
017957,HSI,0.05
017960,000906,0.65
017960,HSCI,0.15
017961,000906,0.65
017961,HSCI,0.15
017962,000933,0.55
017963,000933,0.55
017964,000300,0.7
017964,HSCI,0.1
017965,000300,0.7
017965,HSCI,0.1
017966,中证全债指数,0.35
017967,399808,0.8
017967,930960,0.05
017967,中证全债指数,0.15
017968,000906,0.75
017968,中证全债指数,0.25
017969,000012,0.35
017969,000300,0.65
017973,000906,0.15
017973,930930,0.7
017974,000906,0.15
017974,930930,0.7
017977,000906,0.9
017977,930930,0.05
017978,000906,0.9
017978,930930,0.05
017979,000300,0.6
017979,中证全债指数,0.4
017981,000906,0.7
017981,930930,0.1
017981,中证全债指数,0.2
017982,000906,0.7
017982,930930,0.1
017982,中证全债指数,0.2
017985,000906,0.95
017986,000906,0.95
017987,000953,0.35
017987,932004,0.4
017987,H11153,0.1
017988,000953,0.35
017988,932004,0.4
017988,H11153,0.1
017991,000300,0.65
017991,930930,0.15
017992,000300,0.65
017992,930930,0.15
017993,000300,0.5
017993,HSI,0.3
017993,中证全债指数,0.2
017994,000300,0.5
017994,HSI,0.3
017994,中证全债指数,0.2
017995,000012,0.2
017995,000300,0.8
017996,000300,0.95
017997,000300,0.95
017998,000906,0.45
017998,930930,0.05
017999,000906,0.45
017999,930930,0.05
018000,H30007,0.7
018000,HSI,0.1
018001,H30007,0.7
018001,HSI,0.1
018002,000906,0.6
018002,930930,0.2
018003,000012,0.25
018003,000300,0.65
018003,930930,0.1
018004,000300,0.55
018004,中证全债指数,0.25
018005,000300,0.75
018005,中证全债指数,0.2
018006,000300,0.35
018006,HSI,0.35
018006,中证全债指数,0.3
018007,000300,0.6
018007,HSI,0.1
018007,中证全债指数,0.3
018008,000300,0.8
018008,中证全债指数,0.2
018009,000991,0.8
018009,中证全债指数,0.2
018010,000935,0.8
018010,中证全债指数,0.2
018013,000852,0.95
018014,000852,0.95
018019,000906,0.7
018019,930930,0.1
018020,000906,0.7
018020,930930,0.1
018023,000961,0.8
