fund_code,index_code,effective_weight
004735,000300,0.6
004737,000300,0.2
004738,000300,0.2
004738,中证全债指数,0.8
004739,000300,0.2
004739,中证全债指数,0.8
004740,000300,0.6
004742,399330,0.95
004743,000044,0.95
004744,399006,0.95
004745,000300,0.5
004745,中证全债指数,0.5
004746,000016,1.0
004747,000300,0.2
004748,000300,0.5
004748,中证全债指数,0.5
004750,000300,0.3
004750,中证全债指数,0.7
004751,000300,0.3
004751,中证全债指数,0.7
004752,399971,0.95
004753,399971,0.95
004756,000300,0.2
004757,000300,0.2
004760,000300,0.2
004761,000300,0.2
004763,000300,0.5
004764,000300,0.5
004772,000300,0.2
004772,中证全债指数,0.8
004773,000300,0.2
004773,中证全债指数,0.8
004774,000905,0.2
004784,000300,0.8
004788,000300,0.95
004789,000300,0.95
004794,000300,0.3
004794,中证全债指数,0.7
004795,000300,0.3
004795,中证全债指数,0.7
004805,000932,0.8
004805,中证全债指数,0.2
004809,000300,0.5
004812,399808,0.6
004812,930599,0.2
004812,930962,0.1
004812,H11015,0.1
004813,399808,0.6
004813,930599,0.2
004813,930962,0.1
004813,H11015,0.1
004814,930836,0.8
004815,930836,0.8
004818,000300,0.6
004818,中证全债指数,0.4
004819,000300,0.6
004819,中证全债指数,0.4
004823,000300,0.3
004823,中证全债指数,0.7
004824,000300,0.3
004824,中证全债指数,0.7
004833,000300,0.55
004834,000300,0.55
004836,000012,0.6
004836,000300,0.4
004837,000012,0.6
004837,000300,0.4
004845,000300,0.7
004846,000300,0.7
004848,000300,0.4
004851,000933,0.8
004851,中证全债指数,0.2
004852,000300,0.2
004853,000300,0.2
004854,931008,0.95
004855,931008,0.95
004856,931009,0.95
004857,931009,0.95
004858,000300,0.7
004858,HSI,0.1
004858,中证全债指数,0.2
004868,000300,0.6
004868,中证全债指数,0.4
004870,399006,0.95
004871,000934,0.6
004874,399313,0.95
004875,399001,0.95
004876,399330,0.95
004877,000933,0.2
004877,HSHKBIO,0.2
004878,000933,0.2
004878,HSHKBIO,0.2
004879,000933,0.2
004879,HSHKBIO,0.2
004881,000300,0.95
004888,000300,0.2
004889,000300,0.2
004890,000012,0.4
004890,000978,0.3
004890,930616,0.3
004895,000012,0.35
004895,000906,0.65
004900,000300,0.2
004901,000300,0.2
004905,000012,0.3
004905,000933,0.7
004913,000906,0.25
004914,000906,0.25
004916,000300,0.4
004925,000827,0.8
004926,000300,0.75
004927,000300,0.75
004932,000300,0.5
004933,000300,0.5
004934,000012,0.45
004934,000942,0.5
004934,HSI,0.05
004936,000300,0.75
004937,000300,0.75
004942,000300,0.5
004943,000300,0.5
004944,000012,0.5
004944,000300,0.5
004945,000905,0.95
004946,000300,0.2
004947,000300,0.2
004948,000012,0.5
004948,000300,0.5
004958,000012,0.35
004958,000300,0.6
004958,HSI,0.05
004959,000012,0.35
004959,000300,0.65
004965,000300,0.4
004965,中证全债指数,0.6
004966,000300,0.4
004966,中证全债指数,0.6
004975,000300,0.4
004975,中证全债指数,0.6
004982,000012,0.4
004982,000300,0.6
004986,000300,0.6
004986,中证全债指数,0.4
004987,000300,0.3
004987,中证全债指数,0.7
004988,000300,0.2
004989,000300,0.2
004995,000989,0.7
004995,000990,0.2
004997,930599,0.9
004997,中证全债指数,0.1
005001,000300,0.7
005001,HSI,0.1
005001,中证全债指数,0.2
005004,000300,0.6
005004,中证全债指数,0.4
005005,000906,0.95
005006,000906,0.95
005009,000906,0.8
005009,中证全债指数,0.2
005014,000300,0.2
005015,000300,0.2
005028,000906,0.7
005028,中证全债指数,0.3
005037,000987,0.45
005037,399808,0.45
005038,000987,0.45
005038,399808,0.45
005039,000300,0.25
005040,000300,0.25
005041,000300,0.75
005042,000300,0.75
005043,000933,0.7
005043,中证全债指数,0.3
005044,000933,0.7
005044,中证全债指数,0.3
005049,000300,0.5
005050,000300,0.5
005055,000906,0.95
005059,000012,0.85
005059,000300,0.15
005062,000905,0.95
005063,930697,0.95
005064,930697,0.95
005067,000300,0.5
005075,000906,0.75
005076,000300,0.3
005082,000300,0.6
005082,中证全债指数,0.4
005083,000300,0.6
005083,中证全债指数,0.4
005088,000300,0.5
005089,000300,0.5
005090,000300,0.6
005091,000300,0.6
005094,000012,0.2
005094,000300,0.8
005102,000300,0.95
005103,000300,0.95
005104,000300,0.7
005104,中证全债指数,0.3
005105,000300,0.7
005105,中证全债指数,0.3
005106,110000,0.8
005109,000012,0.4
005109,000300,0.6
005110,000012,0.4
005110,000300,0.6
005112,000991,0.9
005113,000300,0.95
005114,000300,0.95
005117,000300,0.5
005117,中证全债指数,0.5
005118,000300,0.5
005118,中证全债指数,0.5
005119,000300,0.5
005119,930930,0.2
005120,000905,0.95
005123,000012,0.4
005123,000300,0.6
005126,000905,0.8
005126,中证全债指数,0.2
005128,000300,0.15
005136,000906,0.8
005137,000300,0.95
005140,000012,0.8
005140,000906,0.2
005141,000012,0.8
005141,000906,0.2
005142,931027,0.65
005143,931027,0.65
005152,000300,0.95
005161,000961,0.8
005161,中证全债指数,0.2
005164,000300,0.7
005164,中证全债指数,0.3
005165,000300,0.7
005165,中证全债指数,0.3
005166,000905,0.3
005167,000905,0.3
005169,000300,0.55
005170,000300,0.55
005176,930719,0.5
005177,000012,0.8
005177,000906,0.2
005178,000012,0.8
005178,000906,0.2
005186,000300,0.5
005187,000300,0.5
005188,000012,0.2
005188,000905,0.8
005189,000012,0.2
005189,000905,0.8
005197,HSI,0.5
005198,HSI,0.5
005206,000012,0.4
005206,000300,0.6
005207,930599,0.75
005207,930930,0.05
005209,930882,0.3
005209,H30002,0.3
005209,HSCI,0.2
005210,930882,0.3
005210,H30002,0.3
005210,HSCI,0.2
005211,000012,0.3
005211,000906,0.7
005223,399995,0.95
005224,399995,0.95
005225,399303,0.95
005226,000300,0.5
005226,中证全债指数,0.5
005228,HSI,0.6
005229,XIN9,0.95
005233,000300,0.75
005233,中证全债指数,0.25
005235,930653,0.9
005236,930653,0.9
005237,000991,0.9
005238,000991,0.9
005241,000300,0.6
005241,HSI,0.2
005242,000300,0.6
005242,HSI,0.2
005244,000300,0.6
005245,000300,0.6
005248,000300,0.95
005250,000300,0.5
005250,HSI,0.3
005251,000300,0.5
005255,HSCI,0.55
005255,中证全债指数,0.45
005258,000906,0.6
005259,000300,0.6
005259,HSI,0.2
005260,000906,0.5
005261,000906,0.5
005262,000012,0.5
005262,000300,0.5
005263,000012,0.5
005263,000300,0.5
005265,000985,0.5
005266,000985,0.5
005267,000300,0.45
005267,HSI,0.45
005268,000300,0.8
005268,中证全债指数,0.2
005269,HSI,0.9
005270,000300,0.6
005270,中证全债指数,0.4
005274,000300,0.5
005275,000905,0.5
005275,HSI,0.1
005276,000905,0.5
005276,HSI,0.1
005281,000300,0.5
005287,399102,0.95
005288,399102,0.95
005290,000300,0.3
005290,中证全债指数,0.7
005293,000300,0.3
005293,中证全债指数,0.7
005294,000300,0.3
005294,中证全债指数,0.7
005295,000300,0.3
005295,中证全债指数,0.7
005296,000300,0.75
005297,000300,0.75
005299,000012,0.5
005299,000300,0.5
005300,000012,0.5
005300,000300,0.5
005303,000933,0.7
005303,HSHCI,0.1
005304,000933,0.7
005304,HSHCI,0.1
005310,000993,0.8
005310,931235,0.1
005311,000012,0.3
005311,000300,0.7
005312,000012,0.3
005312,000300,0.7
005313,000852,0.95
005314,000852,0.95
005323,000300,0.5
005323,中证全债指数,0.5
005324,000300,0.5
005324,中证全债指数,0.5
005328,000300,0.8
005328,中证全债指数,0.2
005329,000300,0.2
005330,000300,0.2
005331,000300,0.5
005335,000942,0.5
005335,HSI,0.5
005341,000300,0.5
005341,HSCI,0.2
005342,000300,0.5
005342,HSCI,0.2
005343,000300,0.5
005343,HSCI,0.2
005344,000300,0.5
005344,HSCI,0.2
005347,000300,0.8
005351,000300,0.5
005351,HSI,0.2
005352,000300,0.7
005353,000300,0.7
005354,000300,0.1
005354,HSCI,0.6
005357,399974,0.6
005358,000300,0.4
005358,HSI,0.2
005358,中证全债指数,0.4
005359,000300,0.4
005359,HSI,0.2
005359,中证全债指数,0.4
005360,000012,0.3
005360,000300,0.7
005368,399808,0.8
005368,HSCEI,0.1
005371,000300,0.08
005372,000300,0.08
005373,000906,0.4
005373,HSI,0.3
005373,中证全债指数,0.3
005374,000906,0.4
005374,HSI,0.3
005374,中证全债指数,0.3
005379,000300,0.4
005379,HSI,0.4
005386,000012,0.5
005386,000300,0.5
005387,000012,0.5
005387,000300,0.5
005390,399006,0.95
005391,399006,0.95
005395,000300,0.75
005395,中证全债指数,0.25
005399,000300,0.9
005399,HSI,0.05
005400,000012,0.5
005400,000906,0.5
005401,000012,0.5
005401,000906,0.5
005402,000986,0.1
005402,000987,0.8
005409,000964,0.8
005412,000300,0.5
005412,中证全债指数,0.5
005413,000300,0.5
005413,中证全债指数,0.5
005416,000300,0.2
005416,中证全债指数,0.8
005417,000300,0.2
005417,中证全债指数,0.8
005421,000300,0.5
005421,HSI,0.1
005433,000933,0.75
005433,HSHCI,0.1
005433,中证全债指数,0.15
005434,000300,0.6
005434,中证全债指数,0.4
005437,000300,0.65
005438,000300,0.65
005443,000300,0.8
005443,中证全债指数,0.2
005445,000012,0.2
005445,H30356,0.8
005449,000012,0.2
005449,000300,0.8
005450,000012,0.5
005450,000906,0.5
005453,000933,0.5
005453,HSHCI,0.3
005453,中证全债指数,0.2
005454,000933,0.5
005454,HSHCI,0.3
005454,中证全债指数,0.2
005457,000852,0.95
005472,000300,0.6
005472,HSI,0.15
005473,000300,0.6
005473,HSI,0.15
005474,000300,0.75
005475,000300,0.75
005477,000300,0.5
005477,HSCI,0.2
005478,000300,0.5
005478,HSCI,0.2
005481,000300,0.25
005481,HSI,0.25
005481,中证全债指数,0.5
005482,000300,0.5
005483,000300,0.5
005489,000300,0.3
005490,000300,0.3
005491,000300,0.6
005491,HSI,0.2
005492,000300,0.5
005492,中证全债指数,0.5
005493,000300,0.3
005493,HSI,0.3
005493,中证全债指数,0.4
005494,000300,0.3
005494,HSI,0.3
005494,中证全债指数,0.4
005495,000998,0.9
005496,000998,0.9
005498,000905,0.5
005498,HSI,0.25
005498,中证全债指数,0.25
005504,000300,0.15
005504,HSI,0.65
005517,000300,0.2
005518,000300,0.2
005519,000300,0.5
005519,中证全债指数,0.5
005520,000933,0.6
005520,930965,0.2
005521,000922,0.6
005521,930914,0.2
005522,000300,0.5
005523,000300,0.2
005524,000300,0.2
005526,000942,0.75
005526,000998,0.05
005530,000300,0.95
005534,000012,0.4
005534,CAWCA,0.3
005534,XIAH,0.3
005535,000012,0.4
005535,000300,0.6
005537,000300,0.5
005538,000300,0.5
005541,000300,0.5
005541,中证全债指数,0.5
005542,000300,0.5
005542,中证全债指数,0.5
005543,000906,0.35
005543,HSI,0.35
005543,中证全债指数,0.3
005544,000300,0.5
005544,中证全债指数,0.5
005549,000906,0.5
005550,000012,0.4
005550,000300,0.6
005551,000012,0.4
005551,000300,0.6
005552,000300,0.3
005552,HSI,0.2
005553,000300,0.3
005553,HSI,0.2
005554,HSCEI,0.95
005555,HSCEI,0.95
005561,H30269,0.95
005562,H30269,0.95
005571,930771,0.5
005571,中证全债指数,0.5
005572,930771,0.5
005572,中证全债指数,0.5
005576,000012,0.2
005576,000914,0.8
005583,HSCEI,0.7
005585,000012,0.3
005585,H30365,0.7
005587,000300,0.7
005588,000300,0.5
005588,HSCI,0.2
005589,000300,0.5
005589,HSI,0.2
005592,000300,0.5
005592,HSCI,0.2
005593,930930,0.2
005593,H30357,0.65
005596,000300,0.5
005596,HSI,0.1
005596,中证全债指数,0.4
005597,000300,0.5
005597,HSI,0.1
005597,中证全债指数,0.4
005598,000905,0.35
005598,中证全债指数,0.3
005599,000012,0.4
005599,000300,0.6
005600,000012,0.4
005600,000300,0.6
005607,000905,0.95
005608,000905,0.95
005609,399967,0.8
005612,000906,0.7
005612,HSI,0.2
005616,932000,0.95
005618,000922,0.5
005619,000922,0.5
005620,000931,0.35
005620,000932,0.35
005620,HSI,0.15
005620,中证全债指数,0.15
005621,000931,0.35
005621,000932,0.35
005621,HSI,0.15
005621,中证全债指数,0.15
005626,930791,0.95
005627,930820,0.95
005628,000906,0.8
005628,中证全债指数,0.2
005629,000906,0.8
005629,中证全债指数,0.2
005630,000300,0.8
005632,000300,0.8
005632,中证全债指数,0.2
005633,000905,0.95
005634,000300,0.6
005634,中证全债指数,0.4
005635,000985,0.7
005635,HSCI,0.2
005636,000985,0.7
005636,HSCI,0.2
005638,000906,0.75
005638,中证全债指数,0.25
005639,000300,0.95
005640,000300,0.95
005642,000906,0.7
005642,HSI,0.1
005643,000906,0.7
005643,HSI,0.1
005644,000300,0.15
005644,中证全债指数,0.2
005646,000300,0.1
005646,HSI,0.8
005646,中证全债指数,0.1
005650,000852,0.9
005651,000852,0.9
005652,000300,0.15
005653,000300,0.15
005658,000300,0.95
005659,HSI,0.95
005660,000944,0.7
005660,HSCIEN,0.1
005660,HSCIM,0.1
005661,000944,0.7
005661,HSCIEN,0.1
005661,HSCIM,0.1
005662,932075,0.7
005662,HSCIF,0.2
005663,932075,0.7
005663,HSCIF,0.2
005664,000300,0.15
005665,000300,0.15
005668,399976,0.7
005668,H11100,0.1
005669,中证全债指数,0.2
005674,932124,0.5
005674,中证全债指数,0.5
005679,000300,0.3
005680,000300,0.7
005681,000300,0.7
005682,000942,0.75
005683,000300,0.35
005683,HSI,0.35
005683,中证全债指数,0.3
005686,000300,0.1
005689,000933,0.65
005691,000903,0.95
005693,399967,0.95
005695,000300,0.4
005695,HSI,0.1
005696,000300,0.4
005696,HSI,0.1
005698,000012,0.3
005698,000998,0.3
005699,H11104,0.25
005699,HSI,0.5
005700,H11104,0.25
005700,HSI,0.5
005701,930930,0.7
005706,000300,0.4
005707,HSCI,0.95
005708,000012,0.25
005708,000300,0.75
005711,000012,0.4
005711,000300,0.6
005726,000300,0.5
005727,399624,0.95
005729,000012,0.3
005729,930713,0.6
005729,930930,0.1
005730,000300,0.5
005730,中证全债指数,0.5
005732,000906,0.4
005732,HSCEI,0.2
005733,000016,0.95
005734,HSI,0.95
005737,000016,0.95
005738,000906,0.5
005739,000300,0.8
005741,000012,0.3
005741,000300,0.5
005741,930930,0.2
005742,000012,0.3
005742,000300,0.5
005742,930930,0.2
005743,000300,0.5
005743,HSCI,0.2
005744,000300,0.5
005744,HSCI,0.2
005746,000300,0.5
005760,000300,0.8
005763,000998,0.65
005763,HSI,0.2
005763,中证全债指数,0.15
005764,000905,0.6
005765,000300,0.6
005765,930930,0.2
005774,000012,0.2
005774,000300,0.6
005774,HSI,0.2
005775,000300,0.6
005776,000300,0.6
005777,000906,0.6
005777,中证全债指数,0.2
005787,CNGBIA,0.2
005787,XIN4,0.8
005794,000906,0.6
005794,HSI,0.2
005794,中证全债指数,0.2
005795,000905,0.95
005802,930850,0.8
005805,000933,0.65
005810,000012,0.3
005810,000300,0.5
005810,930930,0.2
005811,000012,0.3
005811,000300,0.5
005811,930930,0.2
005812,000300,0.7
005812,中证全债指数,0.3
005813,CES100,0.95
005814,CES100,0.95
005815,000906,0.65
005815,中证全债指数,0.35
005819,000300,0.8
005821,000300,0.35
005821,HSI,0.25
005821,中证全债指数,0.4
005823,000300,0.2
005824,000300,0.2
005825,000906,0.85
005825,中证全债指数,0.15
005826,000012,0.1
005826,HSI,0.3
005827,000300,0.45
005827,930930,0.35
005833,000821,0.3
005833,HSHYLV,0.3
005834,000821,0.3
005834,HSHYLV,0.3
005840,000012,0.4
005840,000300,0.6
005844,930713,0.8
005847,930930,0.75
005848,000906,0.3
005848,HSI,0.3
005848,中证全债指数,0.4
005850,000300,0.95
005851,000012,0.45
005851,000300,0.55
005855,000300,0.6
005856,000300,0.6
005865,000905,0.5
005865,中证全债指数,0.5
005866,000905,0.5
005866,中证全债指数,0.5
005867,000300,0.9
005870,000300,0.95
005873,399006,0.95
005874,399006,0.95
005875,000907,0.65
005875,930930,0.15
005876,000300,0.15
005876,000832,0.2
005877,000300,0.15
005877,000832,0.2
005878,000988,0.7
005880,000016,0.95
005881,000016,0.95
005885,000998,0.8
005888,000012,0.2
005888,000942,0.6
005888,L11224,0.2
005889,000012,0.2
005889,000942,0.6
005889,L11224,0.2
005894,000012,0.1
005894,000300,0.5
005894,HSI,0.4
005901,000300,0.3
005901,中证全债指数,0.7
005902,000300,0.3
005902,中证全债指数,0.7
005903,000985,0.5
005903,中证全债指数,0.5
005904,000906,0.7
005904,930930,0.1
005905,000906,0.7
005905,930930,0.1
005906,000300,0.3
005906,中证全债指数,0.7
005907,000300,0.3
005907,中证全债指数,0.7
005910,000300,0.5
005910,中证全债指数,0.5
005911,000300,0.75
005911,中证全债指数,0.25
005914,000906,0.5
005914,HSI,0.3
005918,000300,0.95
005919,000905,0.95
005927,399976,0.9
005928,399976,0.9
005933,932119,0.5
005934,932119,0.5
005935,000300,0.5
005937,000914,0.5
005938,000914,0.5
005939,399976,0.8
005940,399976,0.8
005943,000300,0.3
005944,000300,0.3
005947,000300,0.6
005947,中证全债指数,0.4
005948,000300,0.6
005948,中证全债指数,0.4
005949,000300,0.3
005949,HSI,0.3
005949,中证全债指数,0.4
005950,000300,0.3
005950,HSI,0.3
005950,中证全债指数,0.4
005953,000300,0.6
005953,中证全债指数,0.4
005954,000300,0.6
005954,中证全债指数,0.4
005955,000300,0.15
005955,000832,0.2
005956,000300,0.15
005956,000832,0.2
005959,000012,0.45
005959,000300,0.55
005960,000300,0.7
005960,HSCI,0.2
005961,000300,0.7
005961,HSCI,0.2
005962,930713,0.6
005962,HSCI,0.25
005962,中证全债指数,0.15
005963,930713,0.6
005963,HSCI,0.25
005963,中证全债指数,0.15
005965,000905,0.95
005966,000905,0.95
005967,H30457,0.8
005967,中证全债指数,0.2
005968,000930,0.9
005969,000930,0.9
005970,000942,0.85
005970,中证全债指数,0.15
005974,000300,0.2
005975,000300,0.2
005977,000300,0.5
005977,中证全债指数,0.5
005978,000300,0.5
005978,中证全债指数,0.5
005983,000906,0.85
005984,000300,0.2
005985,000300,0.2
005994,000905,0.95
005997,000300,0.5
005997,中证全债指数,0.5
005998,399702,0.95
005999,000934,0.95
006002,000933,0.7
006002,HSHCI,0.1
006003,000933,0.7
006003,HSHCI,0.1
006005,000300,0.2
006005,中证全债指数,0.8
006006,000300,0.2
006006,中证全债指数,0.8
006007,000300,0.7
006007,中证全债指数,0.3
006008,000300,0.7
006008,中证全债指数,0.3
006009,000012,0.7
006009,000300,0.3
006010,000012,0.7
006010,000300,0.3
006013,000300,0.15
006013,000832,0.2
006014,000300,0.15
006014,000832,0.2
006020,000300,0.95
006021,000300,0.95
006022,000300,0.9
006025,000300,0.8
006038,000300,0.8
006038,中证全债指数,0.2
006039,000300,0.4
006039,HSI,0.3
006048,000905,0.95
006049,000300,0.55
006049,H11100,0.2
006051,000906,0.7
006051,HSI,0.1
006052,000906,0.7
006052,HSI,0.1
006058,000300,0.6
006058,HSCI,0.1
006072,000300,0.6
006072,HSCI,0.1
006080,000012,0.15
006080,000998,0.7
006080,931026,0.15
006081,000012,0.15
006081,000998,0.7
006081,931026,0.15
006085,000300,0.35
006085,HSI,0.25
006085,中证全债指数,0.4
006087,000905,0.95
006098,399975,0.95
006100,000300,0.6
006100,中证全债指数,0.4
006101,000300,0.6
006101,中证全债指数,0.4
006104,000905,0.95
006106,930930,0.85
006109,000832,0.2
006110,000832,0.2
006111,000300,0.55
006111,HSI,0.25
006113,000933,0.5
006113,HSHCI,0.2
006121,000906,0.7
006121,HSI,0.1
006122,000906,0.7
006122,HSI,0.1
006123,000012,0.2
006123,000922,0.7
006123,930914,0.1
006124,000012,0.2
006124,000922,0.7
006124,930914,0.1
006128,000906,0.7
006128,中证全债指数,0.3
006131,000300,0.95
006132,000012,0.25
006132,000300,0.65
006132,HSI,0.1
006133,000012,0.25
006133,000300,0.65
006133,HSI,0.1
006136,000300,0.6
006136,中证全债指数,0.25
006138,000012,0.2
006138,000300,0.8
006154,000906,0.7
006154,HSI,0.1
006158,000300,0.5
006158,HSCI,0.2
006159,000300,0.5
006159,HSCI,0.2
006160,000012,0.3
006160,000300,0.7
006161,000012,0.3
006161,000300,0.7
006165,000852,0.95
006166,000852,0.95
006167,000942,0.2
006167,000962,0.2
006167,H30344,0.2
006168,000942,0.2
006168,000962,0.2
006168,H30344,0.2
006175,000300,0.1
006175,000832,0.2
006176,000300,0.1
006176,000832,0.2
006179,000806,0.65
006179,931027,0.15
006181,000300,0.5
006182,000300,0.5
006190,000300,0.15
006190,HSI,0.15
006190,中证全债指数,0.7
006195,000905,0.85
006195,中证全债指数,0.15
006196,000860,0.95
006197,000860,0.95
006202,000300,0.5
006202,HSI,0.3
006202,中证全债指数,0.2
006209,000300,0.4
006209,HSI,0.2
006209,中证全债指数,0.4
006214,000905,0.95
006215,000905,0.95
006218,000933,0.4
006218,HSHCI,0.4
006218,中证全债指数,0.2
006220,000016,0.95
006221,000016,0.95
006223,000300,0.5
006223,HSI,0.3
006223,中证全债指数,0.2
006227,000998,0.7
006228,000933,0.6
006228,HSI,0.2
006229,000933,0.6
006229,HSI,0.2
006230,000300,0.4
006230,HSI,0.4
006230,中证全债指数,0.2
006231,000012,0.7
006231,000300,0.3
006232,000012,0.7
006232,000300,0.3
006233,000012,0.4
006233,000300,0.6
006234,000012,0.4
006234,000300,0.6
006235,H30142,0.8
006240,000012,0.2
006240,000933,0.55
006240,HSHCI,0.25
006241,000012,0.2
006241,000933,0.55
006241,HSHCI,0.25
006243,H00922,0.4
006243,HSCEI,0.1
006248,399006,0.95
006249,399006,0.95
006250,000906,0.8
006251,000300,0.9
006252,000942,0.6
006253,000942,0.6
006257,000300,0.6
006257,930930,0.2
006257,中证全债指数,0.2
006259,000922,0.6
006259,930914,0.2
006260,000922,0.6
006260,930914,0.2
006265,000998,0.8
006265,中证全债指数,0.2
006266,000906,0.8
006267,000300,0.6
006267,中证全债指数,0.4
006268,000300,0.6
006268,中证全债指数,0.4
006269,000906,0.8
006270,000012,0.4
006270,000300,0.6
006271,000012,0.4
006271,000300,0.6
006274,000012,0.35
006274,000933,0.65
006281,000012,0.35
006281,000906,0.65
006299,000300,0.55
006299,H11100,0.2
006302,000012,0.2
006302,000300,0.8
006314,000012,0.25
006314,000300,0.75
006315,000012,0.25
006315,000300,0.75
006323,000906,0.5
006323,中证全债指数,0.5
006324,000906,0.5
006324,中证全债指数,0.5
006336,000905,0.8
006345,000906,0.5
006345,HSI,0.2
006345,中证全债指数,0.3
006348,000906,0.45
006348,HSI,0.15
006348,中证全债指数,0.4
006353,000300,0.15
006353,HSI,0.05
006355,HSFML25,0.95
006363,399701,0.95
006364,000300,0.5
006364,HSI,0.1
006364,中证全债指数,0.4
006365,000300,0.5
006365,HSI,0.1
006365,中证全债指数,0.4
006366,399813,0.6
006369,000012,0.3
006369,000300,0.7
006371,000300,0.5
006371,HSCI,0.2
006372,000300,0.5
006372,HSCI,0.2
006373,H11136,0.4
006374,H11136,0.4
006377,000300,0.65
006377,中证全债指数,0.35
006382,000905,0.95
006385,000300,0.55
006386,000300,0.55
006392,000300,0.4
006392,HSI,0.2
006392,中证全债指数,0.4
006395,950090,0.95
006396,000906,0.6
006396,HSI,0.2
006396,中证全债指数,0.2
006397,000300,0.6
006397,HSI,0.2
006398,000300,0.3
006398,中证全债指数,0.7
006399,000300,0.3
006399,中证全债指数,0.7
006401,000300,0.55
006402,000300,0.55
006408,000931,0.3
006408,000932,0.3
006408,HSI,0.2
006424,000300,0.6
006425,000300,0.6
006429,000300,0.6
006429,中证全债指数,0.4
006430,000300,0.6
006433,000300,0.3
006433,中证全债指数,0.7
006435,000906,0.5
006435,HSI,0.2
006435,中证全债指数,0.3
006438,000860,0.95
006439,000860,0.95
006440,000905,0.95
006441,000905,0.95
006449,000300,0.5
006457,000300,0.6
006457,HSCI,0.15
006457,中证全债指数,0.25
006458,000300,0.6
006458,HSCI,0.15
006458,中证全债指数,0.25
006477,000300,0.1
006477,HSI,0.8
006477,中证全债指数,0.1
006486,000852,0.95
006487,000852,0.95
006502,000012,0.2
006502,000905,0.8
006503,000012,0.2
006503,000905,0.8
006511,000300,0.7
006511,930930,0.05
006512,000300,0.7
006512,930930,0.05
006522,000012,0.25
006522,000300,0.75
006523,000012,0.25
006523,000300,0.75
006526,000300,0.6
006526,HSI,0.2
006526,中证全债指数,0.2
006527,000300,0.6
006528,000300,0.6
006529,000300,0.6
006530,000300,0.6
006531,000300,0.95
006532,000906,0.95
006533,000905,0.6
006533,930930,0.2
006535,930838,0.15
006535,HSSCSOY,0.1
006535,中证全债指数,0.7
006536,930838,0.15
006536,HSSCSOY,0.1
006536,中证全债指数,0.7
006537,HSHKI,0.75
006537,中证全债指数,0.2
006538,000012,0.25
006538,000300,0.75
006539,000012,0.2
006539,000300,0.8
006540,000012,0.2
006540,000300,0.8
006541,000012,0.2
006541,000300,0.8
006547,000300,0.55
006548,000300,0.55
006551,000012,0.25
006551,000906,0.5
006551,930930,0.25
006555,ACWI,1.0
006556,000012,0.2
006556,000906,0.8
006557,000012,0.2
006557,000906,0.8
006564,000012,0.4
006564,000300,0.6
006567,000906,0.6
006568,000012,0.25
006568,000300,0.75
006569,000978,0.95
006573,000300,0.75
006573,中证全债指数,0.25
006574,000300,0.75
006574,中证全债指数,0.25
006586,000012,0.85
006586,000300,0.15
006587,000012,0.4
006587,000300,0.6
006590,000012,0.4
006590,000300,0.6
006593,000905,0.95
006594,000905,0.95
006595,中证全债指数,0.3
006600,000300,0.95
006601,000012,0.6
006601,000300,0.4
006602,000012,0.6
006602,000300,0.4
006603,000300,0.45
006603,HSI,0.45
006604,000942,0.8
006605,000942,0.8
006608,000300,0.8
006611,000905,0.95
006614,HSSCNE,0.95
006615,000906,0.75
006616,000906,0.75
006624,000906,0.6
006642,000300,0.7
006644,000012,0.25
006644,000300,0.7
006644,HSI,0.05
006648,000905,0.6
006648,中证全债指数,0.4
006649,000905,0.6
006649,中证全债指数,0.4
006652,000038,0.8
006656,000905,0.95
006657,000905,0.95
006671,000942,0.55
006671,中证全债指数,0.15
006675,000942,0.7
006675,HSCI,0.2
006675,中证全债指数,0.1
006676,000942,0.7
006676,HSCI,0.2
006676,中证全债指数,0.1
006682,000905,0.95
006687,399330,0.95
006688,399330,0.95
006689,000300,0.7
006689,中证全债指数,0.3
006692,000942,0.8
006692,中证全债指数,0.2
006693,000942,0.8
006693,中证全债指数,0.2
006696,000300,0.6
006696,HSI,0.2
006697,399986,0.95
006700,000300,0.3
006700,中证全债指数,0.7
006701,000300,0.3
006701,中证全债指数,0.7
006718,000012,0.2
006718,000300,0.8
006719,000012,0.2
006719,000300,0.8
006720,000300,0.6
006720,HSCI,0.15
006720,中证全债指数,0.25
006721,000300,0.6
006721,HSCI,0.15
006721,中证全债指数,0.25
006724,399324,0.95
006729,000905,0.95
006730,000905,0.95
006733,399006,0.95
006736,000300,0.6
006736,HSI,0.2
006743,399550,0.95
006744,399550,0.95
006748,931052,0.95
006751,H30535,0.8
006751,中证全债指数,0.2
006752,HSI,0.8
006752,中证全债指数,0.2
006753,HSI,0.8
006753,中证全债指数,0.2
006756,930726,0.95
006757,930726,0.95
006759,000906,0.8
006759,中证全债指数,0.2
006768,000300,0.1
006768,HSI,0.5
006769,000906,0.6
006769,930930,0.1
006780,000922,0.6
006780,930914,0.15
006780,中证全债指数,0.25
006781,930930,0.9
006785,000852,0.95
006786,931027,0.95
006787,931027,0.95
006792,H11136,0.95
006796,931027,0.3
006796,932124,0.3
006796,H30552,0.2
006801,000964,0.7
006802,000964,0.7
006803,000300,0.5
006803,HSI,0.4
006809,930792,0.95
006810,930792,0.95
006813,000300,0.55
006813,HSCI,0.1
006836,000300,0.5
006843,000300,0.2
006844,000300,0.2
006845,000300,0.2
